v8-version,6,1,534,50,0
shared-library,"/usr/local/opt/node@8/bin/node",0x100002800,0x100843776,0
shared-library,"/usr/local/opt/icu4c/lib/libicui18n.60.dylib",0x101a8ff20,0x101bb9d39,4322811904
shared-library,"/usr/local/opt/icu4c/lib/libicuuc.60.dylib",0x101ceeb20,0x101d9f210,4325298176
shared-library,"/usr/local/opt/icu4c/lib/libicudata.60.2.dylib",0x101e649f0,0x101e649f0,4326830080
shared-library,"/System/Library/Frameworks/CoreFoundation.framework/Versions/A/CoreFoundation",0x7fff4d84a860,0x7fff4da3d9ac,634572800
shared-library,"/usr/lib/libSystem.B.dylib",0x7fff733f394a,0x7fff733f3b2e,634572800
shared-library,"/usr/lib/libc++.1.dylib",0x7fff73627f40,0x7fff7366f2b0,634572800
shared-library,"/usr/lib/system/libcache.dylib",0x7fff7556eb08,0x7fff7557156d,634572800
shared-library,"/usr/lib/system/libcommonCrypto.dylib",0x7fff75573c14,0x7fff7557cde1,634572800
shared-library,"/usr/lib/system/libcompiler_rt.dylib",0x7fff7557eef4,0x7fff75583a8b,634572800
shared-library,"/usr/lib/system/libcopyfile.dylib",0x7fff7558709c,0x7fff7558e2dc,634572800
shared-library,"/usr/lib/system/libcorecrypto.dylib",0x7fff75590e80,0x7fff755f5ab9,634572800
shared-library,"/usr/lib/system/libdispatch.dylib",0x7fff7569ea08,0x7fff756c99fe,634572800
shared-library,"/usr/lib/system/libdyld.dylib",0x7fff756d8014,0x7fff756f0410,634572800
shared-library,"/usr/lib/system/libkeymgr.dylib",0x7fff756f5a51,0x7fff756f5e80,634572800
shared-library,"/usr/lib/system/liblaunch.dylib",0x7fff75703fc0,0x7fff75703fc0,634572800
shared-library,"/usr/lib/system/libmacho.dylib",0x7fff757046e8,0x7fff757089dc,634572800
shared-library,"/usr/lib/system/libquarantine.dylib",0x7fff7570a26e,0x7fff7570bb42,634572800
shared-library,"/usr/lib/system/libremovefile.dylib",0x7fff7570c944,0x7fff7570dc73,634572800
shared-library,"/usr/lib/system/libsystem_asl.dylib",0x7fff7570f748,0x7fff75724150,634572800
shared-library,"/usr/lib/system/libsystem_blocks.dylib",0x7fff7572685d,0x7fff75726d0e,634572800
shared-library,"/usr/lib/system/libsystem_c.dylib",0x7fff75728100,0x7fff757a918f,634572800
shared-library,"/usr/lib/system/libsystem_configuration.dylib",0x7fff757b1e04,0x7fff757b46c0,634572800
shared-library,"/usr/lib/system/libsystem_coreservices.dylib",0x7fff757b62d0,0x7fff757b83eb,634572800
shared-library,"/usr/lib/system/libsystem_darwin.dylib",0x7fff757b9fda,0x7fff757bac44,634572800
shared-library,"/usr/lib/system/libsystem_dnssd.dylib",0x7fff757bbf3c,0x7fff757c04cd,634572800
shared-library,"/usr/lib/system/libsystem_info.dylib",0x7fff757c31f0,0x7fff7580841e,634572800
shared-library,"/usr/lib/system/libsystem_m.dylib",0x7fff75834140,0x7fff75864143,634572800
shared-library,"/usr/lib/system/libsystem_malloc.dylib",0x7fff75880250,0x7fff7589931f,634572800
shared-library,"/usr/lib/system/libsystem_network.dylib",0x7fff758a0b70,0x7fff759a2038,634572800
shared-library,"/usr/lib/system/libsystem_networkextension.dylib",0x7fff759d0cff,0x7fff759d882e,634572800
shared-library,"/usr/lib/system/libsystem_notify.dylib",0x7fff759dc148,0x7fff759e483e,634572800
shared-library,"/usr/lib/system/libsystem_sandbox.dylib",0x7fff759fa040,0x7fff759fc52d,634572800
shared-library,"/usr/lib/system/libsystem_secinit.dylib",0x7fff759fda1f,0x7fff759fe588,634572800
shared-library,"/usr/lib/system/libsystem_kernel.dylib",0x7fff7580cf10,0x7fff7582a75d,634572800
shared-library,"/usr/lib/system/libsystem_platform.dylib",0x7fff759e5820,0x7fff759eb38d,634572800
shared-library,"/usr/lib/system/libsystem_pthread.dylib",0x7fff759edf78,0x7fff759f610e,634572800
shared-library,"/usr/lib/system/libsystem_symptoms.dylib",0x7fff759ff938,0x7fff75a0531e,634572800
shared-library,"/usr/lib/system/libsystem_trace.dylib",0x7fff75a08094,0x7fff75a17c8d,634572800
shared-library,"/usr/lib/system/libunwind.dylib",0x7fff75a1c96c,0x7fff75a212a7,634572800
shared-library,"/usr/lib/system/libxpc.dylib",0x7fff75a239c0,0x7fff75a4483e,634572800
shared-library,"/usr/lib/closure/libclosured.dylib",0x7fff72eb8e80,0x7fff72ee3689,634572800
shared-library,"/usr/lib/libobjc.A.dylib",0x7fff74aab000,0x7fff74acc65a,634572800
shared-library,"/usr/lib/libc++abi.dylib",0x7fff7367f600,0x7fff7369dd64,634572800
shared-library,"/usr/lib/libDiagnosticMessagesClient.dylib",0x7fff7307cf08,0x7fff7307d90c,634572800
shared-library,"/usr/lib/libicucore.A.dylib",0x7fff74152fd4,0x7fff7430a2e6,634572800
shared-library,"/usr/lib/libz.1.dylib",0x7fff754c12d0,0x7fff754ccbe5,634572800
profiler,"begin",1000
tick,0x7fff7581f20a,681,0,0x0,4
tick,0x100694a43,1954,0,0x0,4
tick,0x7fff759ea053,3220,0,0x0,4
code-creation,Stub,3,3952,0x73fda514d20,2292,"RecordWriteStub"
code-creation,Stub,3,3958,0x73fda515620,2254,"RecordWriteStub"
code-creation,Stub,3,3964,0x73fda515f00,2292,"RecordWriteStub"
code-creation,Handler,4,3970,0x73fda516800,256,"An IC handler from the snapshot"
code-creation,Stub,3,3976,0x73fda516900,2291,"RecordWriteStub"
code-creation,Stub,3,3982,0x73fda517200,980,"RecordWriteStub"
code-creation,Stub,3,3987,0x73fda5175e0,2238,"RecordWriteStub"
code-creation,Stub,3,3993,0x73fda517ea0,2266,"RecordWriteStub"
code-creation,Stub,3,3999,0x73fda518780,189,"DoubleToIStub"
code-creation,Stub,3,4005,0x73fda518840,2270,"RecordWriteStub"
code-creation,Handler,4,4011,0x73fda519120,308,"An IC handler from the snapshot"
code-creation,Stub,3,4017,0x73fda519260,2280,"RecordWriteStub"
code-creation,Stub,3,4023,0x73fda519b60,2265,"RecordWriteStub"
code-creation,Stub,3,4029,0x73fda51a440,2229,"RecordWriteStub"
code-creation,Stub,3,4034,0x73fda51ad00,1412,"RecordWriteStub"
code-creation,Stub,3,4040,0x73fda51b2a0,2314,"RecordWriteStub"
code-creation,Stub,3,4046,0x73fda51bbc0,978,"RecordWriteStub"
code-creation,Stub,3,4052,0x73fda51bfa0,2272,"RecordWriteStub"
code-creation,Stub,3,4058,0x73fda51c880,2266,"RecordWriteStub"
code-creation,Stub,3,4064,0x73fda51d160,2296,"RecordWriteStub"
code-creation,Stub,3,4070,0x73fda51da60,978,"RecordWriteStub"
code-creation,Stub,3,4076,0x73fda51de40,2250,"RecordWriteStub"
code-creation,Stub,3,4082,0x73fda51e720,463,"InternalArraySingleArgumentConstructorStub"
code-creation,Stub,3,4088,0x73fda51e900,183,"DoubleToIStub"
code-creation,Stub,3,4094,0x73fda51e9c0,2300,"RecordWriteStub"
code-creation,Stub,3,4100,0x73fda51f2c0,2283,"RecordWriteStub"
code-creation,Stub,3,4105,0x73fda51fbc0,2254,"RecordWriteStub"
code-creation,Stub,3,4111,0x73fda5204a0,2242,"RecordWriteStub"
code-creation,Stub,3,4117,0x73fda520d80,980,"RecordWriteStub"
code-creation,Handler,4,4123,0x73fda521160,780,"An IC handler from the snapshot"
code-creation,Stub,3,4129,0x73fda521480,2265,"RecordWriteStub"
code-creation,Stub,3,4135,0x73fda521d60,483,"CreateAllocationSiteStub"
code-creation,Stub,3,4141,0x73fda521f60,2292,"RecordWriteStub"
code-creation,Stub,3,4146,0x73fda522860,2269,"RecordWriteStub"
code-creation,Stub,3,4152,0x73fda523140,974,"RecordWriteStub"
code-creation,Stub,3,4158,0x73fda523520,2280,"RecordWriteStub"
code-creation,Stub,3,4164,0x73fda523e20,2275,"RecordWriteStub"
code-creation,Stub,3,4170,0x73fda524720,2296,"RecordWriteStub"
code-creation,Stub,3,4176,0x73fda525020,2254,"RecordWriteStub"
code-creation,Stub,3,4182,0x73fda525900,2254,"RecordWriteStub"
code-creation,Stub,3,4188,0x73fda5261e0,591,"StringAddStub"
code-creation,Stub,3,4194,0x73fda526440,1872,"StringAddStub"
code-creation,Builtin,5,4200,0x73fda526ba0,298,"NonPrimitiveToPrimitive_Default"
code-creation,Stub,3,4206,0x73fda526ce0,1869,"GetPropertyStub"
code-creation,Builtin,5,4211,0x73fda527440,233,"Call_ReceiverIsNotNullOrUndefined"
code-creation,Builtin,5,4217,0x73fda527540,364,"OrdinaryToPrimitive_Number"
code-creation,Handler,4,4223,0x73fda5276c0,308,"An IC handler from the snapshot"
code-creation,Stub,3,4229,0x73fda527800,2238,"RecordWriteStub"
code-creation,Stub,3,4235,0x73fda5280c0,2300,"RecordWriteStub"
code-creation,Stub,3,4241,0x73fda5289c0,2245,"RecordWriteStub"
code-creation,Stub,3,4247,0x73fda5292a0,2291,"RecordWriteStub"
code-creation,Stub,3,4253,0x73fda529ba0,2270,"RecordWriteStub"
code-creation,Stub,3,4272,0x73fda52a480,2254,"RecordWriteStub"
code-creation,Stub,3,4278,0x73fda52ad60,2285,"RecordWriteStub"
code-creation,Handler,4,4284,0x73fda52b660,308,"An IC handler from the snapshot"
code-creation,Handler,4,4290,0x73fda52b7a0,744,"An IC handler from the snapshot"
code-creation,Stub,3,4296,0x73fda52baa0,2296,"RecordWriteStub"
code-creation,Stub,3,4301,0x73fda52c3a0,2238,"RecordWriteStub"
code-creation,Stub,3,4307,0x73fda52cc60,2254,"RecordWriteStub"
code-creation,Stub,3,4313,0x73fda52d540,1391,"RecordWriteStub"
code-creation,Stub,3,4319,0x73fda52dac0,2242,"RecordWriteStub"
code-creation,Stub,3,4325,0x73fda52e3a0,2291,"RecordWriteStub"
code-creation,Stub,3,4331,0x73fda52eca0,183,"DoubleToIStub"
code-creation,Stub,3,4337,0x73fda52ed60,2266,"RecordWriteStub"
code-creation,Stub,3,4343,0x73fda52f640,2308,"RecordWriteStub"
code-creation,Handler,4,4348,0x73fda52ff60,780,"An IC handler from the snapshot"
code-creation,Handler,4,4354,0x73fda530280,256,"An IC handler from the snapshot"
code-creation,Stub,3,4360,0x73fda530380,2238,"RecordWriteStub"
code-creation,Stub,3,4366,0x73fda530c40,2266,"RecordWriteStub"
code-creation,Handler,4,4372,0x73fda531520,296,"An IC handler from the snapshot"
code-creation,Stub,3,4378,0x73fda531660,1412,"RecordWriteStub"
code-creation,Stub,3,4384,0x73fda531c00,2269,"RecordWriteStub"
code-creation,Stub,3,4390,0x73fda5324e0,2250,"RecordWriteStub"
code-creation,Stub,3,4396,0x73fda532dc0,3405,"SubStringStub"
code-creation,Stub,3,4402,0x73fda533b20,183,"DoubleToIStub"
code-creation,Stub,3,4407,0x73fda533be0,387,"CreateWeakCellStub"
code-creation,Handler,4,4413,0x73fda533d80,688,"An IC handler from the snapshot"
code-creation,Stub,3,4419,0x73fda534040,1416,"RecordWriteStub"
code-creation,Stub,3,4425,0x73fda5345e0,2257,"RecordWriteStub"
code-creation,Stub,3,4431,0x73fda534ec0,365,"CEntryStub"
code-creation,Stub,3,4437,0x73fda535040,2238,"RecordWriteStub"
code-creation,Stub,3,4443,0x73fda535900,471,"ArraySingleArgumentConstructorStub"
code-creation,Stub,3,4449,0x73fda535ae0,2272,"RecordWriteStub"
code-creation,Stub,3,4454,0x73fda5363c0,299,"ArrayNoArgumentConstructorStub"
code-creation,Stub,3,4460,0x73fda536500,357,"MathPowStub"
code-creation,Handler,4,4466,0x73fda536680,744,"An IC handler from the snapshot"
code-creation,Stub,3,4472,0x73fda536980,427,"CallApiGetterStub"
code-creation,Stub,3,4478,0x73fda536b40,295,"InternalArrayNoArgumentConstructorStub"
code-creation,Stub,3,4484,0x73fda536c80,2276,"RecordWriteStub"
code-creation,Stub,3,4490,0x73fda537580,2284,"RecordWriteStub"
code-creation,Stub,3,4496,0x73fda537e80,2254,"RecordWriteStub"
code-creation,Stub,3,4510,0x73fda538760,615,"StringAddStub"
tick,0x7fff758292c2,4522,0,0x0,4
code-creation,Stub,3,4544,0x73fda5389e0,375,"NumberToStringStub"
code-creation,Stub,3,4552,0x73fda538b60,980,"RecordWriteStub"
code-creation,Stub,3,4559,0x73fda538f40,2263,"RecordWriteStub"
code-creation,Handler,4,4565,0x73fda539820,296,"An IC handler from the snapshot"
code-creation,Stub,3,4571,0x73fda539960,2307,"RecordWriteStub"
code-creation,Stub,3,4577,0x73fda53a280,2254,"RecordWriteStub"
code-creation,Stub,3,4583,0x73fda53ab60,185,"DoubleToIStub"
code-creation,Stub,3,4589,0x73fda53ac20,2283,"RecordWriteStub"
code-creation,Stub,3,4595,0x73fda53b520,978,"RecordWriteStub"
code-creation,Stub,3,4601,0x73fda53b900,2257,"RecordWriteStub"
code-creation,Stub,3,4607,0x73fda53c1e0,2292,"RecordWriteStub"
code-creation,Stub,3,4613,0x73fda53cae0,2241,"RecordWriteStub"
code-creation,Stub,3,4619,0x73fda53d3c0,2279,"RecordWriteStub"
code-creation,Stub,3,4625,0x73fda53dcc0,972,"RecordWriteStub"
code-creation,Stub,3,4631,0x73fda53e0a0,2254,"RecordWriteStub"
code-creation,Stub,3,4637,0x73fda53e980,431,"InternalArraySingleArgumentConstructorStub"
code-creation,Handler,4,4643,0x73fda53eb40,688,"An IC handler from the snapshot"
code-creation,Stub,3,4649,0x73fda53ee00,974,"RecordWriteStub"
code-creation,Stub,3,4655,0x73fda53f1e0,2254,"RecordWriteStub"
code-creation,Stub,3,4661,0x73fda53fac0,295,"InternalArrayNoArgumentConstructorStub"
code-creation,Stub,3,4668,0x73fda53fc00,2242,"RecordWriteStub"
code-creation,Stub,3,4690,0x73fda5404e0,2241,"RecordWriteStub"
code-creation,Stub,3,4697,0x73fda540dc0,980,"RecordWriteStub"
code-creation,Stub,3,4703,0x73fda5411a0,206,"InternalArrayConstructorStub"
code-creation,Stub,3,4709,0x73fda541280,2266,"RecordWriteStub"
code-creation,Stub,3,4715,0x73fda541b60,183,"DoubleToIStub"
code-creation,Stub,3,4721,0x73fda541c20,2241,"RecordWriteStub"
code-creation,Stub,3,4727,0x73fda542500,986,"RecordWriteStub"
code-creation,Stub,3,4733,0x73fda5428e0,2242,"RecordWriteStub"
code-creation,Stub,3,4739,0x73fda5431c0,2269,"RecordWriteStub"
code-creation,Stub,3,4745,0x73fda543aa0,2270,"RecordWriteStub"
code-creation,Stub,3,4751,0x73fda544380,2270,"RecordWriteStub"
code-creation,Stub,3,4798,0x73fda544c60,2253,"RecordWriteStub"
code-creation,Stub,3,4804,0x73fda545540,2311,"RecordWriteStub"
code-creation,Stub,3,4810,0x73fda545e60,2326,"RecordWriteStub"
code-creation,Stub,3,4816,0x73fda546780,365,"CEntryStub"
code-creation,Stub,3,4821,0x73fda546900,2254,"RecordWriteStub"
code-creation,Stub,3,4827,0x73fda5471e0,2275,"RecordWriteStub"
code-creation,Stub,3,4833,0x73fda547ae0,2238,"RecordWriteStub"
code-creation,Stub,3,4839,0x73fda5483a0,2308,"RecordWriteStub"
code-creation,Stub,3,4845,0x73fda548cc0,2284,"RecordWriteStub"
code-creation,Stub,3,4850,0x73fda5495c0,565,"CEntryStub"
code-creation,Stub,3,4856,0x73fda549800,2300,"RecordWriteStub"
code-creation,Stub,3,4862,0x73fda54a100,2253,"RecordWriteStub"
code-creation,Stub,3,4868,0x73fda54a9e0,2266,"RecordWriteStub"
code-creation,Builtin,5,4874,0x73fda54b2c0,134,"StrictPoisonPillThrower"
code-creation,Builtin,5,4880,0x73fda54b360,124,"ReturnReceiver"
code-creation,Builtin,5,4886,0x73fda54b3e0,530,"GeneratorPrototypeNext"
code-creation,Builtin,5,4896,0x73fda54b600,338,"ResumeGeneratorTrampoline"
code-creation,Builtin,5,4902,0x73fda54b760,335,"CreateIterResultObject"
code-creation,Builtin,5,4908,0x73fda54b8c0,534,"GeneratorPrototypeReturn"
code-creation,Builtin,5,4914,0x73fda54bae0,546,"GeneratorPrototypeThrow"
code-creation,Builtin,5,4920,0x73fda54bd20,1656,"AsyncFromSyncIteratorPrototypeNext"
code-creation,Builtin,5,4928,0x73fda54c3a0,200,"ToBoolean"
code-creation,Builtin,5,4934,0x73fda54c480,4284,"ResolveNativePromise"
code-creation,Builtin,5,4940,0x73fda54d540,448,"StringEqual"
code-creation,Builtin,5,4946,0x73fda54d700,5296,"PerformNativePromiseThen"
code-creation,Builtin,5,4952,0x73fda54ebc0,828,"RejectNativePromise"
code-creation,Builtin,5,4957,0x73fda54ef00,2192,"AsyncFromSyncIteratorPrototypeReturn"
code-creation,Builtin,5,4963,0x73fda54f7a0,1680,"AsyncFromSyncIteratorPrototypeThrow"
code-creation,Builtin,5,4969,0x73fda54fe40,1024,"AsyncGeneratorPrototypeNext"
code-creation,Builtin,5,4975,0x73fda550240,491,"AsyncGeneratorResumeNext"
code-creation,Builtin,5,4981,0x73fda550440,980,"AsyncGeneratorResolve"
code-creation,Builtin,5,4987,0x73fda550820,207,"AsyncGeneratorReject"
code-creation,Builtin,5,4993,0x73fda550900,1024,"AsyncGeneratorPrototypeReturn"
code-creation,Builtin,5,4999,0x73fda550d00,1024,"AsyncGeneratorPrototypeThrow"
code-creation,Builtin,5,5005,0x73fda551100,134,"Illegal"
code-creation,Builtin,5,5010,0x73fda5511a0,134,"ObjectAssign"
code-creation,Builtin,5,5016,0x73fda551240,134,"ObjectGetOwnPropertyDescriptor"
code-creation,Builtin,5,5022,0x73fda5512e0,134,"ObjectGetOwnPropertyDescriptors"
code-creation,Builtin,5,5028,0x73fda551380,134,"ObjectGetOwnPropertyNames"
code-creation,Builtin,5,5034,0x73fda551420,134,"ObjectGetOwnPropertySymbols"
code-creation,Builtin,5,5040,0x73fda5514c0,134,"ObjectIs"
