v8-version,6,1,534,50,0
shared-library,"/usr/local/opt/node@8/bin/node",0x100002800,0x100843776,0
shared-library,"/usr/local/opt/icu4c/lib/libicui18n.60.dylib",0x101a8ff20,0x101bb9d39,4322811904
shared-library,"/usr/local/opt/icu4c/lib/libicuuc.60.dylib",0x101ceeb20,0x101d9f210,4325298176
shared-library,"/usr/local/opt/icu4c/lib/libicudata.60.2.dylib",0x101e649f0,0x101e649f0,4326830080
shared-library,"/System/Library/Frameworks/CoreFoundation.framework/Versions/A/CoreFoundation",0x7fff4d84a860,0x7fff4da3d9ac,634572800
shared-library,"/usr/lib/libSystem.B.dylib",0x7fff733f394a,0x7fff733f3b2e,634572800
shared-library,"/usr/lib/libc++.1.dylib",0x7fff73627f40,0x7fff7366f2b0,634572800
shared-library,"/usr/lib/system/libcache.dylib",0x7fff7556eb08,0x7fff7557156d,634572800
shared-library,"/usr/lib/system/libcommonCrypto.dylib",0x7fff75573c14,0x7fff7557cde1,634572800
shared-library,"/usr/lib/system/libcompiler_rt.dylib",0x7fff7557eef4,0x7fff75583a8b,634572800
shared-library,"/usr/lib/system/libcopyfile.dylib",0x7fff7558709c,0x7fff7558e2dc,634572800
shared-library,"/usr/lib/system/libcorecrypto.dylib",0x7fff75590e80,0x7fff755f5ab9,634572800
shared-library,"/usr/lib/system/libdispatch.dylib",0x7fff7569ea08,0x7fff756c99fe,634572800
shared-library,"/usr/lib/system/libdyld.dylib",0x7fff756d8014,0x7fff756f0410,634572800
shared-library,"/usr/lib/system/libkeymgr.dylib",0x7fff756f5a51,0x7fff756f5e80,634572800
shared-library,"/usr/lib/system/liblaunch.dylib",0x7fff75703fc0,0x7fff75703fc0,634572800
shared-library,"/usr/lib/system/libmacho.dylib",0x7fff757046e8,0x7fff757089dc,634572800
shared-library,"/usr/lib/system/libquarantine.dylib",0x7fff7570a26e,0x7fff7570bb42,634572800
shared-library,"/usr/lib/system/libremovefile.dylib",0x7fff7570c944,0x7fff7570dc73,634572800
shared-library,"/usr/lib/system/libsystem_asl.dylib",0x7fff7570f748,0x7fff75724150,634572800
shared-library,"/usr/lib/system/libsystem_blocks.dylib",0x7fff7572685d,0x7fff75726d0e,634572800
shared-library,"/usr/lib/system/libsystem_c.dylib",0x7fff75728100,0x7fff757a918f,634572800
shared-library,"/usr/lib/system/libsystem_configuration.dylib",0x7fff757b1e04,0x7fff757b46c0,634572800
shared-library,"/usr/lib/system/libsystem_coreservices.dylib",0x7fff757b62d0,0x7fff757b83eb,634572800
shared-library,"/usr/lib/system/libsystem_darwin.dylib",0x7fff757b9fda,0x7fff757bac44,634572800
shared-library,"/usr/lib/system/libsystem_dnssd.dylib",0x7fff757bbf3c,0x7fff757c04cd,634572800
shared-library,"/usr/lib/system/libsystem_info.dylib",0x7fff757c31f0,0x7fff7580841e,634572800
shared-library,"/usr/lib/system/libsystem_m.dylib",0x7fff75834140,0x7fff75864143,634572800
shared-library,"/usr/lib/system/libsystem_malloc.dylib",0x7fff75880250,0x7fff7589931f,634572800
shared-library,"/usr/lib/system/libsystem_network.dylib",0x7fff758a0b70,0x7fff759a2038,634572800
shared-library,"/usr/lib/system/libsystem_networkextension.dylib",0x7fff759d0cff,0x7fff759d882e,634572800
shared-library,"/usr/lib/system/libsystem_notify.dylib",0x7fff759dc148,0x7fff759e483e,634572800
shared-library,"/usr/lib/system/libsystem_sandbox.dylib",0x7fff759fa040,0x7fff759fc52d,634572800
shared-library,"/usr/lib/system/libsystem_secinit.dylib",0x7fff759fda1f,0x7fff759fe588,634572800
shared-library,"/usr/lib/system/libsystem_kernel.dylib",0x7fff7580cf10,0x7fff7582a75d,634572800
shared-library,"/usr/lib/system/libsystem_platform.dylib",0x7fff759e5820,0x7fff759eb38d,634572800
shared-library,"/usr/lib/system/libsystem_pthread.dylib",0x7fff759edf78,0x7fff759f610e,634572800
shared-library,"/usr/lib/system/libsystem_symptoms.dylib",0x7fff759ff938,0x7fff75a0531e,634572800
shared-library,"/usr/lib/system/libsystem_trace.dylib",0x7fff75a08094,0x7fff75a17c8d,634572800
shared-library,"/usr/lib/system/libunwind.dylib",0x7fff75a1c96c,0x7fff75a212a7,634572800
shared-library,"/usr/lib/system/libxpc.dylib",0x7fff75a239c0,0x7fff75a4483e,634572800
shared-library,"/usr/lib/closure/libclosured.dylib",0x7fff72eb8e80,0x7fff72ee3689,634572800
shared-library,"/usr/lib/libobjc.A.dylib",0x7fff74aab000,0x7fff74acc65a,634572800
shared-library,"/usr/lib/libc++abi.dylib",0x7fff7367f600,0x7fff7369dd64,634572800
shared-library,"/usr/lib/libDiagnosticMessagesClient.dylib",0x7fff7307cf08,0x7fff7307d90c,634572800
shared-library,"/usr/lib/libicucore.A.dylib",0x7fff74152fd4,0x7fff7430a2e6,634572800
shared-library,"/usr/lib/libz.1.dylib",0x7fff754c12d0,0x7fff754ccbe5,634572800
profiler,"begin",1000
tick,0x7fff7581f246,613,0,0x0,4
tick,0x7fff759ea04f,1901,0,0x0,4
tick,0x7fff759ea053,3149,0,0x0,4
code-creation,Stub,3,3904,0xf669f11e720,463,"InternalArraySingleArgumentConstructorStub"
code-creation,Stub,3,3909,0xf669f11e900,183,"DoubleToIStub"
code-creation,Stub,3,3915,0xf669f11e9c0,2300,"RecordWriteStub"
code-creation,Stub,3,3921,0xf669f11f2c0,2283,"RecordWriteStub"
code-creation,Stub,3,3926,0xf669f11fbc0,2254,"RecordWriteStub"
code-creation,Stub,3,3932,0xf669f1204a0,2242,"RecordWriteStub"
code-creation,Stub,3,3938,0xf669f120d80,980,"RecordWriteStub"
code-creation,Handler,4,3944,0xf669f121160,780,"An IC handler from the snapshot"
code-creation,Stub,3,3949,0xf669f121480,2265,"RecordWriteStub"
code-creation,Stub,3,3955,0xf669f121d60,483,"CreateAllocationSiteStub"
code-creation,Stub,3,3961,0xf669f121f60,2292,"RecordWriteStub"
code-creation,Stub,3,3966,0xf669f122860,2269,"RecordWriteStub"
code-creation,Stub,3,3972,0xf669f123140,974,"RecordWriteStub"
code-creation,Stub,3,3978,0xf669f123520,2280,"RecordWriteStub"
code-creation,Stub,3,3983,0xf669f123e20,2275,"RecordWriteStub"
code-creation,Stub,3,3989,0xf669f124720,2296,"RecordWriteStub"
code-creation,Stub,3,3995,0xf669f125020,2254,"RecordWriteStub"
code-creation,Stub,3,4000,0xf669f125900,2254,"RecordWriteStub"
code-creation,Stub,3,4006,0xf669f1261e0,591,"StringAddStub"
code-creation,Stub,3,4012,0xf669f126440,1872,"StringAddStub"
code-creation,Builtin,5,4017,0xf669f126ba0,298,"NonPrimitiveToPrimitive_Default"
code-creation,Stub,3,4023,0xf669f126ce0,1869,"GetPropertyStub"
code-creation,Builtin,5,4029,0xf669f127440,233,"Call_ReceiverIsNotNullOrUndefined"
code-creation,Builtin,5,4035,0xf669f127540,364,"OrdinaryToPrimitive_Number"
code-creation,Handler,4,4041,0xf669f1276c0,308,"An IC handler from the snapshot"
code-creation,Stub,3,4046,0xf669f127800,2238,"RecordWriteStub"
code-creation,Stub,3,4052,0xf669f1280c0,2300,"RecordWriteStub"
code-creation,Stub,3,4057,0xf669f1289c0,2245,"RecordWriteStub"
code-creation,Stub,3,4063,0xf669f1292a0,2291,"RecordWriteStub"
code-creation,Stub,3,4069,0xf669f129ba0,2270,"RecordWriteStub"
code-creation,Stub,3,4087,0xf669f12a480,2254,"RecordWriteStub"
code-creation,Stub,3,4093,0xf669f12ad60,2285,"RecordWriteStub"
code-creation,Handler,4,4099,0xf669f12b660,308,"An IC handler from the snapshot"
code-creation,Handler,4,4104,0xf669f12b7a0,744,"An IC handler from the snapshot"
code-creation,Stub,3,4110,0xf669f12baa0,2296,"RecordWriteStub"
code-creation,Stub,3,4116,0xf669f12c3a0,2238,"RecordWriteStub"
code-creation,Stub,3,4122,0xf669f12cc60,2254,"RecordWriteStub"
code-creation,Stub,3,4127,0xf669f12d540,1391,"RecordWriteStub"
code-creation,Stub,3,4133,0xf669f12dac0,2242,"RecordWriteStub"
code-creation,Stub,3,4139,0xf669f12e3a0,2291,"RecordWriteStub"
code-creation,Stub,3,4144,0xf669f12eca0,183,"DoubleToIStub"
code-creation,Stub,3,4150,0xf669f12ed60,2266,"RecordWriteStub"
code-creation,Stub,3,4156,0xf669f12f640,2308,"RecordWriteStub"
code-creation,Handler,4,4161,0xf669f12ff60,780,"An IC handler from the snapshot"
code-creation,Handler,4,4167,0xf669f130280,256,"An IC handler from the snapshot"
code-creation,Stub,3,4173,0xf669f130380,2238,"RecordWriteStub"
code-creation,Stub,3,4179,0xf669f130c40,2266,"RecordWriteStub"
code-creation,Handler,4,4184,0xf669f131520,296,"An IC handler from the snapshot"
code-creation,Stub,3,4190,0xf669f131660,1412,"RecordWriteStub"
code-creation,Stub,3,4195,0xf669f131c00,2269,"RecordWriteStub"
code-creation,Stub,3,4201,0xf669f1324e0,2250,"RecordWriteStub"
code-creation,Stub,3,4207,0xf669f132dc0,3405,"SubStringStub"
code-creation,Stub,3,4213,0xf669f133b20,183,"DoubleToIStub"
code-creation,Stub,3,4218,0xf669f133be0,387,"CreateWeakCellStub"
code-creation,Handler,4,4224,0xf669f133d80,688,"An IC handler from the snapshot"
code-creation,Stub,3,4230,0xf669f134040,1416,"RecordWriteStub"
code-creation,Stub,3,4235,0xf669f1345e0,2257,"RecordWriteStub"
code-creation,Stub,3,4241,0xf669f134ec0,365,"CEntryStub"
code-creation,Stub,3,4247,0xf669f135040,2238,"RecordWriteStub"
code-creation,Stub,3,4252,0xf669f135900,471,"ArraySingleArgumentConstructorStub"
code-creation,Stub,3,4258,0xf669f135ae0,2272,"RecordWriteStub"
code-creation,Stub,3,4264,0xf669f1363c0,299,"ArrayNoArgumentConstructorStub"
code-creation,Stub,3,4269,0xf669f136500,357,"MathPowStub"
code-creation,Handler,4,4275,0xf669f136680,744,"An IC handler from the snapshot"
code-creation,Stub,3,4281,0xf669f136980,427,"CallApiGetterStub"
code-creation,Stub,3,4286,0xf669f136b40,295,"InternalArrayNoArgumentConstructorStub"
code-creation,Stub,3,4292,0xf669f136c80,2276,"RecordWriteStub"
code-creation,Stub,3,4298,0xf669f137580,2284,"RecordWriteStub"
code-creation,Stub,3,4304,0xf669f137e80,2254,"RecordWriteStub"
code-creation,Stub,3,4309,0xf669f138760,615,"StringAddStub"
code-creation,Stub,3,4315,0xf669f1389e0,375,"NumberToStringStub"
code-creation,Stub,3,4321,0xf669f138b60,980,"RecordWriteStub"
code-creation,Stub,3,4327,0xf669f138f40,2263,"RecordWriteStub"
code-creation,Handler,4,4332,0xf669f139820,296,"An IC handler from the snapshot"
code-creation,Stub,3,4338,0xf669f139960,2307,"RecordWriteStub"
code-creation,Stub,3,4344,0xf669f13a280,2254,"RecordWriteStub"
code-creation,Stub,3,4349,0xf669f13ab60,185,"DoubleToIStub"
code-creation,Stub,3,4355,0xf669f13ac20,2283,"RecordWriteStub"
code-creation,Stub,3,4361,0xf669f13b520,978,"RecordWriteStub"
code-creation,Stub,3,4366,0xf669f13b900,2257,"RecordWriteStub"
code-creation,Stub,3,4372,0xf669f13c1e0,2292,"RecordWriteStub"
code-creation,Stub,3,4378,0xf669f13cae0,2241,"RecordWriteStub"
code-creation,Stub,3,4383,0xf669f13d3c0,2279,"RecordWriteStub"
code-creation,Stub,3,4389,0xf669f13dcc0,972,"RecordWriteStub"
code-creation,Stub,3,4395,0xf669f13e0a0,2254,"RecordWriteStub"
code-creation,Stub,3,4400,0xf669f13e980,431,"InternalArraySingleArgumentConstructorStub"
code-creation,Handler,4,4406,0xf669f13eb40,688,"An IC handler from the snapshot"
code-creation,Stub,3,4412,0xf669f13ee00,974,"RecordWriteStub"
code-creation,Stub,3,4418,0xf669f13f1e0,2254,"RecordWriteStub"
code-creation,Stub,3,4433,0xf669f13fac0,295,"InternalArrayNoArgumentConstructorStub"
tick,0x7fff7576bc6c,4446,0,0x0,4
code-creation,Stub,3,4467,0xf669f13fc00,2242,"RecordWriteStub"
code-creation,Stub,3,4490,0xf669f1404e0,2241,"RecordWriteStub"
code-creation,Stub,3,4496,0xf669f140dc0,980,"RecordWriteStub"
code-creation,Stub,3,4502,0xf669f1411a0,206,"InternalArrayConstructorStub"
code-creation,Stub,3,4508,0xf669f141280,2266,"RecordWriteStub"
code-creation,Stub,3,4514,0xf669f141b60,183,"DoubleToIStub"
code-creation,Stub,3,4520,0xf669f141c20,2241,"RecordWriteStub"
code-creation,Stub,3,4525,0xf669f142500,986,"RecordWriteStub"
code-creation,Stub,3,4531,0xf669f1428e0,2242,"RecordWriteStub"
code-creation,Stub,3,4537,0xf669f1431c0,2269,"RecordWriteStub"
code-creation,Stub,3,4542,0xf669f143aa0,2270,"RecordWriteStub"
code-creation,Stub,3,4548,0xf669f144380,2270,"RecordWriteStub"
code-creation,Stub,3,4554,0xf669f144c60,2253,"RecordWriteStub"
code-creation,Stub,3,4559,0xf669f145540,2311,"RecordWriteStub"
code-creation,Stub,3,4565,0xf669f145e60,2326,"RecordWriteStub"
code-creation,Stub,3,4571,0xf669f146780,365,"CEntryStub"
code-creation,Stub,3,4576,0xf669f146900,2254,"RecordWriteStub"
code-creation,Stub,3,4582,0xf669f1471e0,2275,"RecordWriteStub"
code-creation,Stub,3,4587,0xf669f147ae0,2238,"RecordWriteStub"
code-creation,Stub,3,4593,0xf669f1483a0,2308,"RecordWriteStub"
code-creation,Stub,3,4599,0xf669f148cc0,2284,"RecordWriteStub"
code-creation,Stub,3,4604,0xf669f1495c0,565,"CEntryStub"
code-creation,Stub,3,4610,0xf669f149800,2300,"RecordWriteStub"
code-creation,Stub,3,4616,0xf669f14a100,2253,"RecordWriteStub"
code-creation,Stub,3,4622,0xf669f14a9e0,2266,"RecordWriteStub"
code-creation,Builtin,5,4628,0xf669f14b2c0,134,"StrictPoisonPillThrower"
code-creation,Builtin,5,4633,0xf669f14b360,124,"ReturnReceiver"
code-creation,Builtin,5,4639,0xf669f14b3e0,530,"GeneratorPrototypeNext"
code-creation,Builtin,5,4649,0xf669f14b600,338,"ResumeGeneratorTrampoline"
code-creation,Builtin,5,4654,0xf669f14b760,335,"CreateIterResultObject"
code-creation,Builtin,5,4660,0xf669f14b8c0,534,"GeneratorPrototypeReturn"
code-creation,Builtin,5,4666,0xf669f14bae0,546,"GeneratorPrototypeThrow"
code-creation,Builtin,5,4671,0xf669f14bd20,1656,"AsyncFromSyncIteratorPrototypeNext"
code-creation,Builtin,5,4679,0xf669f14c3a0,200,"ToBoolean"
code-creation,Builtin,5,4685,0xf669f14c480,4284,"ResolveNativePromise"
code-creation,Builtin,5,4691,0xf669f14d540,448,"StringEqual"
code-creation,Builtin,5,4697,0xf669f14d700,5296,"PerformNativePromiseThen"
code-creation,Builtin,5,4702,0xf669f14ebc0,828,"RejectNativePromise"
code-creation,Builtin,5,4708,0xf669f14ef00,2192,"AsyncFromSyncIteratorPrototypeReturn"
code-creation,Builtin,5,4714,0xf669f14f7a0,1680,"AsyncFromSyncIteratorPrototypeThrow"
code-creation,Builtin,5,4720,0xf669f14fe40,1024,"AsyncGeneratorPrototypeNext"
code-creation,Builtin,5,4725,0xf669f150240,491,"AsyncGeneratorResumeNext"
code-creation,Builtin,5,4731,0xf669f150440,980,"AsyncGeneratorResolve"
code-creation,Builtin,5,4737,0xf669f150820,207,"AsyncGeneratorReject"
code-creation,Builtin,5,4742,0xf669f150900,1024,"AsyncGeneratorPrototypeReturn"
code-creation,Builtin,5,4748,0xf669f150d00,1024,"AsyncGeneratorPrototypeThrow"
code-creation,Builtin,5,4754,0xf669f151100,134,"Illegal"
code-creation,Builtin,5,4760,0xf669f1511a0,134,"ObjectAssign"
code-creation,Builtin,5,4765,0xf669f151240,134,"ObjectGetOwnPropertyDescriptor"
code-creation,Builtin,5,4771,0xf669f1512e0,134,"ObjectGetOwnPropertyDescriptors"
code-creation,Builtin,5,4777,0xf669f151380,134,"ObjectGetOwnPropertyNames"
code-creation,Builtin,5,4783,0xf669f151420,134,"ObjectGetOwnPropertySymbols"
code-creation,Builtin,5,4788,0xf669f1514c0,134,"ObjectIs"
