v8-version,6,1,534,50,0
shared-library,"/usr/local/opt/node@8/bin/node",0x100002800,0x100843776,0
shared-library,"/usr/local/opt/icu4c/lib/libicui18n.60.dylib",0x101a8ff20,0x101bb9d39,4322811904
shared-library,"/usr/local/opt/icu4c/lib/libicuuc.60.dylib",0x101ceeb20,0x101d9f210,4325298176
shared-library,"/usr/local/opt/icu4c/lib/libicudata.60.2.dylib",0x101e649f0,0x101e649f0,4326830080
shared-library,"/System/Library/Frameworks/CoreFoundation.framework/Versions/A/CoreFoundation",0x7fff4d84a860,0x7fff4da3d9ac,634572800
shared-library,"/usr/lib/libSystem.B.dylib",0x7fff733f394a,0x7fff733f3b2e,634572800
shared-library,"/usr/lib/libc++.1.dylib",0x7fff73627f40,0x7fff7366f2b0,634572800
shared-library,"/usr/lib/system/libcache.dylib",0x7fff7556eb08,0x7fff7557156d,634572800
shared-library,"/usr/lib/system/libcommonCrypto.dylib",0x7fff75573c14,0x7fff7557cde1,634572800
shared-library,"/usr/lib/system/libcompiler_rt.dylib",0x7fff7557eef4,0x7fff75583a8b,634572800
shared-library,"/usr/lib/system/libcopyfile.dylib",0x7fff7558709c,0x7fff7558e2dc,634572800
shared-library,"/usr/lib/system/libcorecrypto.dylib",0x7fff75590e80,0x7fff755f5ab9,634572800
shared-library,"/usr/lib/system/libdispatch.dylib",0x7fff7569ea08,0x7fff756c99fe,634572800
shared-library,"/usr/lib/system/libdyld.dylib",0x7fff756d8014,0x7fff756f0410,634572800
shared-library,"/usr/lib/system/libkeymgr.dylib",0x7fff756f5a51,0x7fff756f5e80,634572800
shared-library,"/usr/lib/system/liblaunch.dylib",0x7fff75703fc0,0x7fff75703fc0,634572800
shared-library,"/usr/lib/system/libmacho.dylib",0x7fff757046e8,0x7fff757089dc,634572800
shared-library,"/usr/lib/system/libquarantine.dylib",0x7fff7570a26e,0x7fff7570bb42,634572800
shared-library,"/usr/lib/system/libremovefile.dylib",0x7fff7570c944,0x7fff7570dc73,634572800
shared-library,"/usr/lib/system/libsystem_asl.dylib",0x7fff7570f748,0x7fff75724150,634572800
shared-library,"/usr/lib/system/libsystem_blocks.dylib",0x7fff7572685d,0x7fff75726d0e,634572800
shared-library,"/usr/lib/system/libsystem_c.dylib",0x7fff75728100,0x7fff757a918f,634572800
shared-library,"/usr/lib/system/libsystem_configuration.dylib",0x7fff757b1e04,0x7fff757b46c0,634572800
shared-library,"/usr/lib/system/libsystem_coreservices.dylib",0x7fff757b62d0,0x7fff757b83eb,634572800
shared-library,"/usr/lib/system/libsystem_darwin.dylib",0x7fff757b9fda,0x7fff757bac44,634572800
shared-library,"/usr/lib/system/libsystem_dnssd.dylib",0x7fff757bbf3c,0x7fff757c04cd,634572800
shared-library,"/usr/lib/system/libsystem_info.dylib",0x7fff757c31f0,0x7fff7580841e,634572800
shared-library,"/usr/lib/system/libsystem_m.dylib",0x7fff75834140,0x7fff75864143,634572800
shared-library,"/usr/lib/system/libsystem_malloc.dylib",0x7fff75880250,0x7fff7589931f,634572800
shared-library,"/usr/lib/system/libsystem_network.dylib",0x7fff758a0b70,0x7fff759a2038,634572800
shared-library,"/usr/lib/system/libsystem_networkextension.dylib",0x7fff759d0cff,0x7fff759d882e,634572800
shared-library,"/usr/lib/system/libsystem_notify.dylib",0x7fff759dc148,0x7fff759e483e,634572800
shared-library,"/usr/lib/system/libsystem_sandbox.dylib",0x7fff759fa040,0x7fff759fc52d,634572800
shared-library,"/usr/lib/system/libsystem_secinit.dylib",0x7fff759fda1f,0x7fff759fe588,634572800
shared-library,"/usr/lib/system/libsystem_kernel.dylib",0x7fff7580cf10,0x7fff7582a75d,634572800
shared-library,"/usr/lib/system/libsystem_platform.dylib",0x7fff759e5820,0x7fff759eb38d,634572800
shared-library,"/usr/lib/system/libsystem_pthread.dylib",0x7fff759edf78,0x7fff759f610e,634572800
shared-library,"/usr/lib/system/libsystem_symptoms.dylib",0x7fff759ff938,0x7fff75a0531e,634572800
shared-library,"/usr/lib/system/libsystem_trace.dylib",0x7fff75a08094,0x7fff75a17c8d,634572800
shared-library,"/usr/lib/system/libunwind.dylib",0x7fff75a1c96c,0x7fff75a212a7,634572800
shared-library,"/usr/lib/system/libxpc.dylib",0x7fff75a239c0,0x7fff75a4483e,634572800
shared-library,"/usr/lib/closure/libclosured.dylib",0x7fff72eb8e80,0x7fff72ee3689,634572800
shared-library,"/usr/lib/libobjc.A.dylib",0x7fff74aab000,0x7fff74acc65a,634572800
shared-library,"/usr/lib/libc++abi.dylib",0x7fff7367f600,0x7fff7369dd64,634572800
shared-library,"/usr/lib/libDiagnosticMessagesClient.dylib",0x7fff7307cf08,0x7fff7307d90c,634572800
shared-library,"/usr/lib/libicucore.A.dylib",0x7fff74152fd4,0x7fff7430a2e6,634572800
shared-library,"/usr/lib/libz.1.dylib",0x7fff754c12d0,0x7fff754ccbe5,634572800
profiler,"begin",1000
tick,0x10398d9d8,734,0,0x0,4
tick,0x7fff759ea04f,1936,0,0x0,4
tick,0x1003df714,3196,0,0x0,4
timer-event-end,"V8.CompileCode",49289
timer-event-start,"V8.External",49296
timer-event-end,"V8.External",49305
timer-event-start,"V8.CompileCode",49313
code-creation,Function,18,49359,0x2063a7b32a00,208,"setupChannel internal/process.js:230:22",0x2063a7b11e30,~
code-creation,LazyCompile,18,49370,0x2063a7b32a00,208,"setupChannel internal/process.js:230:22",0x2063a7b11e30,~
timer-event-end,"V8.CompileCode",49379
timer-event-start,"V8.External",49387
timer-event-end,"V8.External",49395
timer-event-start,"V8.CompileCode",49401
code-creation,Function,18,49431,0x2063a7b32e10,88,"setupRawDebug internal/process.js:253:23",0x2063a7b11ef8,~
code-creation,LazyCompile,18,49442,0x2063a7b32e10,88,"setupRawDebug internal/process.js:253:23",0x2063a7b11ef8,~
timer-event-end,"V8.CompileCode",49450
timer-event-start,"V8.CompileCode",49459
code-creation,Function,18,49497,0x2063a7b33038,160,"setupGlobalTimeouts bootstrap_node.js:296:31",0x20632f630fe8,~
code-creation,LazyCompile,18,49523,0x2063a7b33038,160,"setupGlobalTimeouts bootstrap_node.js:296:31",0x20632f630fe8,~
timer-event-end,"V8.CompileCode",49532
timer-event-start,"V8.External",49551
timer-event-start,"V8.CompileScriptMicroSeconds",49563
timer-event-start,"V8.CompileCode",49684
tick,0x1005ac450,49922,1,0x1007837ce,2,0x100219d2e,0x20632f63a40d,0x20632f6399d8,0x20632f638edd,0x2063a7b3307d,0x20632f637212,0x20632f632476
timer-event-start,"V8.CompileMicroSeconds",50376
code-creation,Script,18,50423,0x2063a7b34228,64," timers.js:1:1",0x2063a7b34080,~
code-creation,Function,18,50492,0x2063a7b36178,872," timers.js:1:11",0x2063a7b34148,~
timer-event-end,"V8.CompileMicroSeconds",50504
timer-event-end,"V8.CompileCode",50510
timer-event-end,"V8.CompileScriptMicroSeconds",50518
timer-event-end,"V8.External",50524
timer-event-start,"V8.External",50530
timer-event-start,"V8.Execute",50537
timer-event-start,"V8.Execute",50543
timer-event-end,"V8.Execute",50551
timer-event-end,"V8.Execute",50557
timer-event-end,"V8.External",50562
timer-event-start,"V8.External",50573
timer-event-end,"V8.External",50580
timer-event-start,"V8.External",50586
timer-event-end,"V8.External",50625
timer-event-start,"V8.External",50634
timer-event-end,"V8.External",50641
timer-event-start,"V8.External",50655
timer-event-start,"V8.CompileScriptMicroSeconds",50666
timer-event-start,"V8.CompileCode",50744
tick,0x7fff759e9fcc,51203,1,0x1007837ce,2,0x100219d2e,0x20632f63a40d,0x20632f6399d8,0x20632f638edd,0x2063a7b362fc,0x20632f6399f8,0x20632f638edd,0x2063a7b3307d,0x20632f637212,0x20632f632476
timer-event-start,"V8.CompileMicroSeconds",51260
code-creation,Script,18,51299,0x2063a7b39190,64," assert.js:1:1",0x2063a7b38fe8,~
code-creation,Function,18,51356,0x2063a7b3add0,544," assert.js:1:11",0x2063a7b390b0,~
timer-event-end,"V8.CompileMicroSeconds",51367
timer-event-end,"V8.CompileCode",51373
timer-event-end,"V8.CompileScriptMicroSeconds",51381
timer-event-end,"V8.External",51388
timer-event-start,"V8.External",51394
timer-event-start,"V8.Execute",51400
timer-event-start,"V8.Execute",51406
timer-event-end,"V8.Execute",51413
timer-event-end,"V8.Execute",51419
timer-event-end,"V8.External",51424
timer-event-start,"V8.External",51434
timer-event-end,"V8.External",51442
timer-event-start,"V8.External",51448
timer-event-end,"V8.External",51453
timer-event-start,"V8.CompileCode",51477
code-creation,Function,18,51548,0x2063a7b3c080,256,"debuglog util.js:262:18",0x20632f645668,~
code-creation,LazyCompile,18,51561,0x2063a7b3c080,256,"debuglog util.js:262:18",0x20632f645668,~
timer-event-end,"V8.CompileCode",51569
timer-event-start,"V8.External",51578
timer-event-end,"V8.External",51586
timer-event-start,"V8.CompileCode",51596
code-creation,Function,18,51615,0x2063a7b3c490,72,"Set.split.map util.js:265:53",0x2063a7b3bda8,~
code-creation,LazyCompile,18,51625,0x2063a7b3c490,72,"Set.split.map util.js:265:53",0x2063a7b3bda8,~
timer-event-end,"V8.CompileCode",51633
timer-event-start,"V8.CompileCode",51644
code-creation,Function,18,51730,0x2063a7b3c6b8,408,"add native collection.js:96:4",0x206318795208,~
code-creation,LazyCompile,18,51742,0x2063a7b3c6b8,408,"add native collection.js:96:4",0x206318795208,~
timer-event-end,"V8.CompileCode",51750
timer-event-start,"V8.CompileCode",51759
code-creation,Function,18,51812,0x2063a7b3ca28,256,"SetFindEntry native collection.js:21:22",0x206318794e98,~
code-creation,LazyCompile,18,51824,0x2063a7b3ca28,256,"SetFindEntry native collection.js:21:22",0x206318794e98,~
timer-event-end,"V8.CompileCode",51832
timer-event-start,"V8.External",51871
timer-event-end,"V8.External",51881
timer-event-start,"V8.External",51890
timer-event-end,"V8.External",51897
timer-event-start,"V8.CompileCode",51904
code-creation,Function,18,51926,0x2063a7b3d298,72,"ImmediateList timers.js:656:23",0x2063a7b34d90,~
code-creation,LazyCompile,18,51937,0x2063a7b3d298,72,"ImmediateList timers.js:656:23",0x2063a7b34d90,~
timer-event-end,"V8.CompileCode",51945
timer-event-start,"V8.CompileCode",51966
code-creation,Function,18,52014,0x2063a7b3d738,184,"setupGlobalConsole bootstrap_node.js:306:30",0x20632f6310b0,~
code-creation,LazyCompile,18,52041,0x2063a7b3d738,184,"setupGlobalConsole bootstrap_node.js:306:30",0x20632f6310b0,~
timer-event-end,"V8.CompileCode",52049
timer-event-start,"V8.External",52068
timer-event-start,"V8.CompileScriptMicroSeconds",52080
timer-event-start,"V8.CompileCode",52160
tick,0x1005abec1,52494,1,0x1007837ce,2,0x100219d2e,0x20632f63a40d,0x20632f6399d8,0x20632f638edd,0x2063a7b3d791,0x20632f63721b,0x20632f632476
timer-event-start,"V8.CompileMicroSeconds",52787
code-creation,Script,18,52852,0x2063a7b3f040,64," module.js:1:1",0x2063a7b3ee98,~
code-creation,Function,18,52923,0x2063a7b40760,1016," module.js:1:11",0x2063a7b3ef60,~
timer-event-end,"V8.CompileMicroSeconds",52934
timer-event-end,"V8.CompileCode",52941
timer-event-end,"V8.CompileScriptMicroSeconds",52951
timer-event-end,"V8.External",52957
timer-event-start,"V8.External",52964
timer-event-start,"V8.Execute",52970
timer-event-start,"V8.Execute",52976
timer-event-end,"V8.Execute",52987
timer-event-end,"V8.Execute",52993
timer-event-end,"V8.External",52998
timer-event-start,"V8.External",53010
timer-event-start,"V8.CompileScriptMicroSeconds",53023
timer-event-start,"V8.CompileCode",53050
timer-event-start,"V8.CompileMicroSeconds",53173
code-creation,Script,18,53197,0x2063a7b41b58,64," internal/module.js:1:1",0x2063a7b419b0,~
code-creation,Function,18,53232,0x2063a7b42030,280," internal/module.js:1:11",0x2063a7b41a78,~
timer-event-end,"V8.CompileMicroSeconds",53243
timer-event-end,"V8.CompileCode",53249
timer-event-end,"V8.CompileScriptMicroSeconds",53256
timer-event-end,"V8.External",53263
timer-event-start,"V8.External",53269
timer-event-start,"V8.Execute",53275
timer-event-start,"V8.Execute",53281
timer-event-end,"V8.Execute",53288
timer-event-end,"V8.Execute",53293
timer-event-end,"V8.External",53298
timer-event-start,"V8.External",53307
timer-event-end,"V8.External",53314
timer-event-start,"V8.External",53320
timer-event-end,"V8.External",53326
timer-event-start,"V8.External",53357
timer-event-start,"V8.CompileScriptMicroSeconds",53368
timer-event-start,"V8.CompileCode",53507
tick,0x7fff7581f156,53619,1,0x1007837ce,2,0x100219d2e,0x20632f63a40d,0x20632f6399d8,0x20632f638edd,0x2063a7b4082f,0x20632f6399f8,0x20632f638edd,0x2063a7b3d791,0x20632f63721b,0x20632f632476
timer-event-start,"V8.CompileMicroSeconds",54701
code-creation,Script,18,54770,0x2063a7b44218,64," internal/url.js:1:1",0x2063a7b44070,~
tick,0x1004d87c7,54876,1,0x1007837ce,2,0x100219d2e,0x20632f63a40d,0x20632f6399d8,0x20632f638edd,0x2063a7b4082f,0x20632f6399f8,0x20632f638edd,0x2063a7b3d791,0x20632f63721b,0x20632f632476
code-creation,Function,18,54932,0x2063a7b48ac8,2320," internal/url.js:1:11",0x2063a7b44138,~
timer-event-end,"V8.CompileMicroSeconds",54947
timer-event-end,"V8.CompileCode",54953
timer-event-end,"V8.CompileScriptMicroSeconds",54964
timer-event-end,"V8.External",54971
timer-event-start,"V8.External",54977
timer-event-start,"V8.Execute",54985
timer-event-start,"V8.Execute",54990
timer-event-end,"V8.Execute",55004
timer-event-end,"V8.Execute",55010
timer-event-end,"V8.External",55015
timer-event-start,"V8.External",55030
timer-event-start,"V8.CompileScriptMicroSeconds",55042
timer-event-start,"V8.CompileCode",55057
timer-event-start,"V8.CompileMicroSeconds",55126
code-creation,Script,18,55150,0x2063a7b4ad68,64," internal/querystring.js:1:1",0x2063a7b4abc0,~
code-creation,Function,18,55194,0x2063a7b4ae90,192," internal/querystring.js:1:11",0x2063a7b4ac88,~
timer-event-end,"V8.CompileMicroSeconds",55205
timer-event-end,"V8.CompileCode",55211
timer-event-end,"V8.CompileScriptMicroSeconds",55221
timer-event-end,"V8.External",55227
timer-event-start,"V8.External",55233
timer-event-start,"V8.Execute",55240
timer-event-start,"V8.Execute",55246
timer-event-end,"V8.Execute",55252
timer-event-end,"V8.Execute",55258
timer-event-end,"V8.External",55263
timer-event-start,"V8.External",55405
timer-event-start,"V8.CompileScriptMicroSeconds",55419
timer-event-start,"V8.CompileCode",55497
timer-event-start,"V8.CompileMicroSeconds",55895
code-creation,Script,18,55943,0x2063a7b4bec8,64," querystring.js:1:1",0x2063a7b4bd20,~
code-creation,Function,18,55988,0x2063a7b4c740,288," querystring.js:1:11",0x2063a7b4bde8,~
timer-event-end,"V8.CompileMicroSeconds",55999
timer-event-end,"V8.CompileCode",56005
timer-event-end,"V8.CompileScriptMicroSeconds",56013
timer-event-end,"V8.External",56020
timer-event-start,"V8.External",56026
timer-event-start,"V8.Execute",56033
timer-event-start,"V8.Execute",56039
timer-event-end,"V8.Execute",56046
timer-event-end,"V8.Execute",56051
timer-event-end,"V8.External",56056
timer-event-start,"V8.External",56081
tick,0x100553e73,56172,1,0x100761496,3,0x100219d2e,0x2063a7b48cd4,0x20632f6399f8,0x20632f638edd,0x2063a7b4082f,0x20632f6399f8,0x20632f638edd,0x2063a7b3d791,0x20632f63721b,0x20632f632476
timer-event-end,"V8.External",56194
timer-event-start,"V8.External",56221
timer-event-end,"V8.External",56229
timer-event-start,"V8.External",56240
timer-event-end,"V8.External",56246
timer-event-start,"V8.External",56258
timer-event-end,"V8.External",56264
timer-event-start,"V8.GCScavenger",56326
timer-event-start,"V8.External",56335
timer-event-end,"V8.External",56341
timer-event-start,"V8.External",57144
timer-event-end,"V8.External",57159
timer-event-end,"V8.GCScavenger",57165
timer-event-start,"V8.CompileCode",57227
code-creation,Function,18,57334,0x2063a7b4f0e0,720,"defineIDLClass internal/url.js:888:24",0x2063a7b44fd8,~
code-creation,LazyCompile,18,57349,0x2063a7b4f0e0,720,"defineIDLClass internal/url.js:888:24",0x2063a7b44fd8,~
timer-event-end,"V8.CompileCode",57358
timer-event-start,"V8.External",57428
timer-event-end,"V8.External",57440
timer-event-start,"V8.External",57449
timer-event-end,"V8.External",57462
tick,0x7fff758292c2,57492,0,0x7fff7576a796,4,0x100219d2e,0x2063a7b49351,0x20632f6399f8,0x20632f638edd,0x2063a7b4082f,0x20632f6399f8,0x20632f638edd,0x2063a7b3d791,0x20632f63721b,0x20632f632476
timer-event-start,"V8.External",57542
timer-event-start,"V8.CompileScriptMicroSeconds",57565
timer-event-start,"V8.CompileCode",57602
timer-event-start,"V8.CompileMicroSeconds",57733
code-creation,Script,18,57769,0x2063a7b502c8,64," vm.js:1:1",0x2063a7b50120,~
code-creation,Function,18,57806,0x2063a7b50bb8,336," vm.js:1:11",0x2063a7b501e8,~
timer-event-end,"V8.CompileMicroSeconds",57820
timer-event-end,"V8.CompileCode",57828
timer-event-end,"V8.CompileScriptMicroSeconds",57838
timer-event-end,"V8.External",57846
timer-event-start,"V8.External",57855
timer-event-start,"V8.Execute",57865
timer-event-start,"V8.Execute",57875
timer-event-end,"V8.Execute",57890
timer-event-end,"V8.Execute",57898
timer-event-end,"V8.External",57903
timer-event-start,"V8.External",57927
timer-event-end,"V8.External",57935
timer-event-start,"V8.External",57967
timer-event-start,"V8.CompileScriptMicroSeconds",57980
timer-event-start,"V8.CompileCode",58184
tick,0x0,58732,0,0x0,3
tick,0x0,60077,0,0x0,3
timer-event-start,"V8.CompileMicroSeconds",60364
code-creation,Script,18,60559,0x2063a7b53b38,64," fs.js:1:1",0x2063a7b53990,~
code-creation,Function,18,60742,0x2063a7b5b280,4040," fs.js:1:11",0x2063a7b53a58,~
timer-event-end,"V8.CompileMicroSeconds",60755
timer-event-end,"V8.CompileCode",60762
timer-event-end,"V8.CompileScriptMicroSeconds",60775
timer-event-end,"V8.External",60782
timer-event-start,"V8.CompileCode",60795
code-creation,Function,18,60835,0x2063a7b5cb38,144,"Script.runInThisContext vm.js:46:45",0x2063a7b507f0,~
code-creation,LazyCompile,18,60847,0x2063a7b5cb38,144,"Script.runInThisContext vm.js:46:45",0x2063a7b507f0,~
timer-event-end,"V8.CompileCode",60856
timer-event-start,"V8.External",60864
timer-event-start,"V8.Execute",60872
timer-event-start,"V8.Execute",60878
timer-event-end,"V8.Execute",60896
timer-event-end,"V8.Execute",60902
timer-event-end,"V8.External",60908
timer-event-start,"V8.External",60917
timer-event-end,"V8.External",60925
timer-event-start,"V8.External",60940
timer-event-start,"V8.CompileScriptMicroSeconds",60952
timer-event-start,"V8.CompileCode",61117
tick,0x1005abec1,61334,1,0x1007837ce,2,0x100219d2e,0x20632f63a40d,0x20632f6399d8,0x20632f638edd,0x2063a7b5b444,0x20632f6399f8,0x20632f638edd,0x2063a7b4086d,0x20632f6399f8,0x20632f638edd,0x2063a7b3d791,0x20632f63721b,0x20632f632476
timer-event-start,"V8.CompileMicroSeconds",62184
code-creation,Script,18,62251,0x2063a7b5f658,64," path.js:1:1",0x2063a7b5f4b0,~
code-creation,Function,18,62294,0x2063a7b60ea0,376," path.js:1:11",0x2063a7b5f578,~
timer-event-end,"V8.CompileMicroSeconds",62305
timer-event-end,"V8.CompileCode",62312
timer-event-end,"V8.CompileScriptMicroSeconds",62323
timer-event-end,"V8.External",62329
timer-event-start,"V8.External",62339
timer-event-start,"V8.Execute",62347
timer-event-start,"V8.Execute",62352
timer-event-end,"V8.Execute",62360
timer-event-end,"V8.Execute",62365
timer-event-end,"V8.External",62371
timer-event-start,"V8.External",62411
timer-event-end,"V8.External",62420
timer-event-start,"V8.External",62427
timer-event-end,"V8.External",62567
timer-event-start,"V8.External",62584
timer-event-start,"V8.CompileScriptMicroSeconds",62595
tick,0x100549145,62631,1,0x1007837ce,3,0x100219d2e,0x20632f63a40d,0x20632f6399d8,0x20632f638edd,0x2063a7b5b4f0,0x20632f6399f8,0x20632f638edd,0x2063a7b4086d,0x20632f6399f8,0x20632f638edd,0x2063a7b3d791,0x20632f63721b,0x20632f632476
timer-event-start,"V8.CompileCode",62654
timer-event-start,"V8.CompileMicroSeconds",62736
code-creation,Script,18,62770,0x2063a7b67178,64," stream.js:1:1",0x2063a7b66fd0,~
code-creation,Function,18,62814,0x2063a7b675e0,440," stream.js:1:11",0x2063a7b67098,~
timer-event-end,"V8.CompileMicroSeconds",62825
timer-event-end,"V8.CompileCode",62831
timer-event-end,"V8.CompileScriptMicroSeconds",62839
timer-event-end,"V8.External",62845
timer-event-start,"V8.External",62852
timer-event-start,"V8.Execute",62859
timer-event-start,"V8.Execute",62865
timer-event-end,"V8.Execute",62872
timer-event-end,"V8.Execute",62878
timer-event-end,"V8.External",62883
timer-event-start,"V8.External",62898
timer-event-start,"V8.CompileScriptMicroSeconds",62910
timer-event-start,"V8.CompileCode",62928
timer-event-start,"V8.CompileMicroSeconds",63015
code-creation,Script,18,63041,0x2063a7b680e0,64," internal/streams/legacy.js:1:1",0x2063a7b67f38,~
code-creation,Function,18,63066,0x2063a7b68338,128," internal/streams/legacy.js:1:11",0x2063a7b68000,~
timer-event-end,"V8.CompileMicroSeconds",63079
timer-event-end,"V8.CompileCode",63087
timer-event-end,"V8.CompileScriptMicroSeconds",63097
timer-event-end,"V8.External",63104
timer-event-start,"V8.External",63111
timer-event-start,"V8.Execute",63118
timer-event-start,"V8.Execute",63125
timer-event-end,"V8.Execute",63135
timer-event-end,"V8.Execute",63143
timer-event-end,"V8.External",63150
timer-event-start,"V8.External",63161
timer-event-end,"V8.External",63167
timer-event-start,"V8.External",63180
timer-event-end,"V8.External",63189
timer-event-start,"V8.External",63196
timer-event-end,"V8.External",63201
timer-event-start,"V8.External",63217
timer-event-start,"V8.CompileScriptMicroSeconds",63229
timer-event-start,"V8.CompileCode",63335
tick,0x1005aa8de,63922,1,0x1007837ce,2,0x100219d2e,0x20632f63a40d,0x20632f6399d8,0x20632f638edd,0x2063a7b67654,0x20632f6399f8,0x20632f638edd,0x2063a7b5b4f0,0x20632f6399f8,0x20632f638edd,0x2063a7b4086d,0x20632f6399f8,0x20632f638edd,0x2063a7b3d791,0x20632f63721b,0x20632f632476
timer-event-start,"V8.CompileMicroSeconds",64126
code-creation,Script,18,64175,0x2063a7b69910,64," _stream_readable.js:1:1",0x2063a7b69768,~
code-creation,Function,18,64240,0x2063a7b6bb88,776," _stream_readable.js:1:11",0x2063a7b69830,~
timer-event-end,"V8.CompileMicroSeconds",64252
timer-event-end,"V8.CompileCode",64258
timer-event-end,"V8.CompileScriptMicroSeconds",64268
timer-event-end,"V8.External",64275
timer-event-start,"V8.External",64282
timer-event-start,"V8.Execute",64289
timer-event-start,"V8.Execute",64294
timer-event-end,"V8.Execute",64302
timer-event-end,"V8.Execute",64308
timer-event-end,"V8.External",64313
timer-event-start,"V8.External",64345
timer-event-start,"V8.CompileScriptMicroSeconds",64358
timer-event-start,"V8.CompileCode",64373
timer-event-start,"V8.CompileMicroSeconds",64454
code-creation,Script,18,64491,0x2063a7b6ce70,64," internal/streams/BufferList.js:1:1",0x2063a7b6ccc8,~
code-creation,Function,18,64523,0x2063a7b6d5c0,248," internal/streams/BufferList.js:1:11",0x2063a7b6cd90,~
timer-event-end,"V8.CompileMicroSeconds",64533
timer-event-end,"V8.CompileCode",64539
timer-event-end,"V8.CompileScriptMicroSeconds",64547
timer-event-end,"V8.External",64553
timer-event-start,"V8.External",64559
timer-event-start,"V8.Execute",64566
timer-event-start,"V8.Execute",64572
timer-event-end,"V8.Execute",64578
timer-event-end,"V8.Execute",64584
timer-event-end,"V8.External",64589
timer-event-start,"V8.External",64600
timer-event-end,"V8.External",64607
timer-event-start,"V8.External",64627
timer-event-start,"V8.CompileScriptMicroSeconds",64639
timer-event-start,"V8.CompileCode",64655
timer-event-start,"V8.CompileMicroSeconds",64721
code-creation,Script,18,64741,0x2063a7b6deb8,64," internal/streams/destroy.js:1:1",0x2063a7b6dd10,~
code-creation,Function,18,64764,0x2063a7b6e200,104," internal/streams/destroy.js:1:11",0x2063a7b6ddd8,~
timer-event-end,"V8.CompileMicroSeconds",64774
timer-event-end,"V8.CompileCode",64780
timer-event-end,"V8.CompileScriptMicroSeconds",64787
timer-event-end,"V8.External",64793
timer-event-start,"V8.External",64800
timer-event-start,"V8.Execute",64806
timer-event-start,"V8.Execute",64812
timer-event-end,"V8.Execute",64818
timer-event-end,"V8.Execute",64824
timer-event-end,"V8.External",64829
timer-event-start,"V8.GCScavenger",64842
timer-event-start,"V8.External",64848
timer-event-end,"V8.External",64854
tick,0x7fff759e9f49,65211,0,0x0,1
timer-event-start,"V8.External",65763
timer-event-end,"V8.External",65778
timer-event-end,"V8.GCScavenger",65784
timer-event-start,"V8.External",65812
timer-event-end,"V8.External",65820
timer-event-start,"V8.External",65832
timer-event-end,"V8.External",65842
timer-event-start,"V8.External",65850
timer-event-end,"V8.External",65855
timer-event-start,"V8.External",65884
timer-event-start,"V8.CompileScriptMicroSeconds",65896
timer-event-start,"V8.CompileCode",65954
timer-event-start,"V8.CompileMicroSeconds",66427
code-creation,Script,18,66465,0x2063a7b6f610,64," _stream_writable.js:1:1",0x2063a7b6f468,~
code-creation,Function,18,66541,0x2063a7b713e0,736," _stream_writable.js:1:11",0x2063a7b6f530,~
tick,0x1004e6dea,66563,1,0x1007837ce,2,0x100219d2e,0x20632f63a40d,0x20632f6399d8,0x20632f638edd,0x2063a7b67660,0x20632f6399f8,0x20632f638edd,0x2063a7b5b4f0,0x20632f6399f8,0x20632f638edd,0x2063a7b4086d,0x20632f6399f8,0x20632f638edd,0x2063a7b3d791,0x20632f63721b,0x20632f632476
timer-event-end,"V8.CompileMicroSeconds",66584
timer-event-end,"V8.CompileCode",66592
timer-event-end,"V8.CompileScriptMicroSeconds",66602
timer-event-end,"V8.External",66609
timer-event-start,"V8.External",66617
timer-event-start,"V8.Execute",66624
timer-event-start,"V8.Execute",66630
timer-event-end,"V8.Execute",66643
timer-event-end,"V8.Execute",66649
timer-event-end,"V8.External",66655
timer-event-start,"V8.External",66673
timer-event-end,"V8.External",66681
timer-event-start,"V8.External",66694
timer-event-end,"V8.External",66704
timer-event-start,"V8.External",66712
timer-event-end,"V8.External",66718
timer-event-start,"V8.External",66726
timer-event-end,"V8.External",66733
timer-event-start,"V8.External",66749
timer-event-end,"V8.External",66757
code-creation,Handler,4,66774,0x312222a84bc0,200,"prototype"
timer-event-start,"V8.External",66785
timer-event-end,"V8.External",66791
timer-event-start,"V8.External",66817
timer-event-start,"V8.CompileScriptMicroSeconds",66831
timer-event-start,"V8.CompileCode",66853
timer-event-start,"V8.CompileMicroSeconds",66951
code-creation,Script,18,66979,0x2063a7b72af0,64," _stream_duplex.js:1:1",0x2063a7b72948,~
code-creation,Function,18,67020,0x2063a7b73100,320," _stream_duplex.js:1:11",0x2063a7b72a10,~
timer-event-end,"V8.CompileMicroSeconds",67031
timer-event-end,"V8.CompileCode",67038
timer-event-end,"V8.CompileScriptMicroSeconds",67045
timer-event-end,"V8.External",67051
timer-event-start,"V8.External",67058
timer-event-start,"V8.Execute",67065
timer-event-start,"V8.Execute",67097
timer-event-end,"V8.Execute",67105
timer-event-end,"V8.Execute",67111
timer-event-end,"V8.External",67116
timer-event-start,"V8.External",67129
timer-event-end,"V8.External",67136
timer-event-start,"V8.External",67152
timer-event-end,"V8.External",67161
timer-event-start,"V8.External",67169
timer-event-end,"V8.External",67175
timer-event-start,"V8.External",67189
timer-event-end,"V8.External",67196
timer-event-start,"V8.External",67202
timer-event-end,"V8.External",67208
timer-event-start,"V8.External",67224
timer-event-end,"V8.External",67231
timer-event-start,"V8.External",67237
timer-event-end,"V8.External",67242
timer-event-start,"V8.External",67283
timer-event-start,"V8.CompileScriptMicroSeconds",67296
timer-event-start,"V8.CompileCode",67338
