v8-version,6,1,534,50,0
shared-library,"/usr/local/opt/node@8/bin/node",0x100002800,0x100843776,0
shared-library,"/usr/local/opt/icu4c/lib/libicui18n.60.dylib",0x101a8ff20,0x101bb9d39,4322811904
shared-library,"/usr/local/opt/icu4c/lib/libicuuc.60.dylib",0x101ceeb20,0x101d9f210,4325298176
shared-library,"/usr/local/opt/icu4c/lib/libicudata.60.2.dylib",0x101e649f0,0x101e649f0,4326830080
shared-library,"/System/Library/Frameworks/CoreFoundation.framework/Versions/A/CoreFoundation",0x7fff4d84a860,0x7fff4da3d9ac,634572800
shared-library,"/usr/lib/libSystem.B.dylib",0x7fff733f394a,0x7fff733f3b2e,634572800
shared-library,"/usr/lib/libc++.1.dylib",0x7fff73627f40,0x7fff7366f2b0,634572800
shared-library,"/usr/lib/system/libcache.dylib",0x7fff7556eb08,0x7fff7557156d,634572800
shared-library,"/usr/lib/system/libcommonCrypto.dylib",0x7fff75573c14,0x7fff7557cde1,634572800
shared-library,"/usr/lib/system/libcompiler_rt.dylib",0x7fff7557eef4,0x7fff75583a8b,634572800
shared-library,"/usr/lib/system/libcopyfile.dylib",0x7fff7558709c,0x7fff7558e2dc,634572800
shared-library,"/usr/lib/system/libcorecrypto.dylib",0x7fff75590e80,0x7fff755f5ab9,634572800
shared-library,"/usr/lib/system/libdispatch.dylib",0x7fff7569ea08,0x7fff756c99fe,634572800
shared-library,"/usr/lib/system/libdyld.dylib",0x7fff756d8014,0x7fff756f0410,634572800
shared-library,"/usr/lib/system/libkeymgr.dylib",0x7fff756f5a51,0x7fff756f5e80,634572800
shared-library,"/usr/lib/system/liblaunch.dylib",0x7fff75703fc0,0x7fff75703fc0,634572800
shared-library,"/usr/lib/system/libmacho.dylib",0x7fff757046e8,0x7fff757089dc,634572800
shared-library,"/usr/lib/system/libquarantine.dylib",0x7fff7570a26e,0x7fff7570bb42,634572800
shared-library,"/usr/lib/system/libremovefile.dylib",0x7fff7570c944,0x7fff7570dc73,634572800
shared-library,"/usr/lib/system/libsystem_asl.dylib",0x7fff7570f748,0x7fff75724150,634572800
shared-library,"/usr/lib/system/libsystem_blocks.dylib",0x7fff7572685d,0x7fff75726d0e,634572800
shared-library,"/usr/lib/system/libsystem_c.dylib",0x7fff75728100,0x7fff757a918f,634572800
shared-library,"/usr/lib/system/libsystem_configuration.dylib",0x7fff757b1e04,0x7fff757b46c0,634572800
shared-library,"/usr/lib/system/libsystem_coreservices.dylib",0x7fff757b62d0,0x7fff757b83eb,634572800
shared-library,"/usr/lib/system/libsystem_darwin.dylib",0x7fff757b9fda,0x7fff757bac44,634572800
shared-library,"/usr/lib/system/libsystem_dnssd.dylib",0x7fff757bbf3c,0x7fff757c04cd,634572800
shared-library,"/usr/lib/system/libsystem_info.dylib",0x7fff757c31f0,0x7fff7580841e,634572800
shared-library,"/usr/lib/system/libsystem_m.dylib",0x7fff75834140,0x7fff75864143,634572800
shared-library,"/usr/lib/system/libsystem_malloc.dylib",0x7fff75880250,0x7fff7589931f,634572800
shared-library,"/usr/lib/system/libsystem_network.dylib",0x7fff758a0b70,0x7fff759a2038,634572800
shared-library,"/usr/lib/system/libsystem_networkextension.dylib",0x7fff759d0cff,0x7fff759d882e,634572800
shared-library,"/usr/lib/system/libsystem_notify.dylib",0x7fff759dc148,0x7fff759e483e,634572800
shared-library,"/usr/lib/system/libsystem_sandbox.dylib",0x7fff759fa040,0x7fff759fc52d,634572800
shared-library,"/usr/lib/system/libsystem_secinit.dylib",0x7fff759fda1f,0x7fff759fe588,634572800
shared-library,"/usr/lib/system/libsystem_kernel.dylib",0x7fff7580cf10,0x7fff7582a75d,634572800
shared-library,"/usr/lib/system/libsystem_platform.dylib",0x7fff759e5820,0x7fff759eb38d,634572800
shared-library,"/usr/lib/system/libsystem_pthread.dylib",0x7fff759edf78,0x7fff759f610e,634572800
shared-library,"/usr/lib/system/libsystem_symptoms.dylib",0x7fff759ff938,0x7fff75a0531e,634572800
shared-library,"/usr/lib/system/libsystem_trace.dylib",0x7fff75a08094,0x7fff75a17c8d,634572800
shared-library,"/usr/lib/system/libunwind.dylib",0x7fff75a1c96c,0x7fff75a212a7,634572800
shared-library,"/usr/lib/system/libxpc.dylib",0x7fff75a239c0,0x7fff75a4483e,634572800
shared-library,"/usr/lib/closure/libclosured.dylib",0x7fff72eb8e80,0x7fff72ee3689,634572800
shared-library,"/usr/lib/libobjc.A.dylib",0x7fff74aab000,0x7fff74acc65a,634572800
shared-library,"/usr/lib/libc++abi.dylib",0x7fff7367f600,0x7fff7369dd64,634572800
shared-library,"/usr/lib/libDiagnosticMessagesClient.dylib",0x7fff7307cf08,0x7fff7307d90c,634572800
shared-library,"/usr/lib/libicucore.A.dylib",0x7fff74152fd4,0x7fff7430a2e6,634572800
shared-library,"/usr/lib/libz.1.dylib",0x7fff754c12d0,0x7fff754ccbe5,634572800
profiler,"begin",1000
tick,0x1078379e8,776,0,0x0,4
tick,0x7fff759ea053,2038,0,0x0,4
tick,0x7fff759ea053,3328,0,0x0,4
timer-event-end,"V8.CompileCode",343773
current-time,343785
timer-event-start,"V8.CompileCode",343805
code-creation,Function,18,343901,0x3e11b9ed1c28,96,"queue$1 /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:4079:24",0x3e11bffdad08,~
code-creation,LazyCompile,18,343917,0x3e11b9ed1c28,96,"queue$1 /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:4079:24",0x3e11bffdad08,~
timer-event-end,"V8.CompileCode",343929
timer-event-start,"V8.CompileCode",343937
code-creation,Function,18,343966,0x3e11b9ed1d90,80,"wrapAsync /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:231:19",0x3e11bffd4b60,~
code-creation,LazyCompile,18,343981,0x3e11b9ed1d90,80,"wrapAsync /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:231:19",0x3e11bffd4b60,~
timer-event-end,"V8.CompileCode",343991
timer-event-start,"V8.CompileCode",344000
code-creation,Function,18,344029,0x3e11b9ed1ef0,80,"isAsync /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:227:17",0x3e11bffd4a98,~
code-creation,LazyCompile,18,344043,0x3e11b9ed1ef0,80,"isAsync /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:227:17",0x3e11bffd4a98,~
timer-event-end,"V8.CompileCode",344054
timer-event-start,"V8.CompileCode",344071
tick,0x1005c3b32,344313,0,0x7ffeefbfc658,2,0x1005ff7cc,0x3e11b9ed1c82,0x3e11b9ed1183,0x3e11bffeab35,0x3f5eb7b8eb6,0x3f5eb7894a8
code-creation,Function,18,344586,0x3e11b9ed2dd8,312,"queue /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:2193:15",0x3e11bffd78b0,~
code-creation,LazyCompile,18,344620,0x3e11b9ed2dd8,312,"queue /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:2193:15",0x3e11bffd78b0,~
timer-event-end,"V8.CompileCode",344653
timer-event-start,"V8.CompileCode",344733
code-creation,Function,18,344803,0x3e11b9ed3620,72,"DLL /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:2109:13",0x3e11bffd7720,~
code-creation,LazyCompile,18,344827,0x3e11b9ed3620,72,"DLL /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/async/dist/async.js:2109:13",0x3e11bffd7720,~
timer-event-end,"V8.CompileCode",344844
timer-event-start,"V8.CompileCode",345013
code-creation,Function,18,345355,0x3e11b9ed3c70,272,"_consumeRecursive /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/consumer.js:537:21",0x3e1146369000,~
code-creation,LazyCompile,18,345386,0x3e11b9ed3c70,272,"_consumeRecursive /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/consumer.js:537:21",0x3e1146369000,~
timer-event-end,"V8.CompileCode",345408
current-time,345430
timer-event-start,"V8.CompileCode",345481
tick,0x10050c02c,345515,0,0x7ffeefbfdd50,0,0x1005ff7cc,0x3e11b9ed3d38,0x3e11b9ed1303,0x3e11bffeab35,0x3f5eb7b8eb6,0x3f5eb7894a8
code-creation,Function,18,345666,0x3e11b9ed41f0,192,"KafkaConsumer.consume /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/node-rdkafka/lib/kafka-consumer.js:365:43",0x3e1146349188,~
code-creation,LazyCompile,18,345696,0x3e11b9ed41f0,192,"KafkaConsumer.consume /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/node-rdkafka/lib/kafka-consumer.js:365:43",0x3e1146349188,~
timer-event-end,"V8.CompileCode",345717
timer-event-start,"V8.CompileCode",345734
code-creation,Function,18,345855,0x3e11b9ed45b0,104,"KafkaConsumer._consumeNum /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/node-rdkafka/lib/kafka-consumer.js:437:47",0x3e1146349318,~
code-creation,LazyCompile,18,345878,0x3e11b9ed45b0,104,"KafkaConsumer._consumeNum /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/node-rdkafka/lib/kafka-consumer.js:437:47",0x3e1146349318,~
timer-event-end,"V8.CompileCode",345892
timer-event-start,"V8.External",345906
timer-event-end,"V8.External",345949
current-time,345960
current-time,346025
timer-event-start,"V8.External",346078
timer-event-end,"V8.External",346090
timer-event-start,"V8.External",346104
timer-event-end,"V8.External",346115
timer-event-start,"V8.External",346129
timer-event-end,"V8.External",346155
current-time,346195
current-time,346225
timer-event-start,"V8.External",346255
timer-event-end,"V8.External",346265
timer-event-start,"V8.External",346276
timer-event-end,"V8.External",346285
timer-event-start,"V8.External",346296
timer-event-end,"V8.External",346315
timer-event-start,"V8.CompileCode",346359
code-creation,Function,18,346414,0x3e11b9ed4868,80,"startKafkaConsume.then /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/consumers.js:133:27",0x3e110c187650,~
code-creation,LazyCompile,18,346438,0x3e11b9ed4868,80,"startKafkaConsume.then /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/consumers.js:133:27",0x3e110c187650,~
timer-event-end,"V8.CompileCode",346456
current-time,346492
timer-event-start,"V8.External",346524
timer-event-end,"V8.External",346535
timer-event-start,"V8.External",346546
timer-event-end,"V8.External",346556
timer-event-start,"V8.External",346567
timer-event-end,"V8.External",346585
timer-event-start,"V8.Execute",346605
timer-event-start,"V8.External",346625
timer-event-end,"V8.External",346635
timer-event-start,"V8.External",346645
timer-event-end,"V8.External",346653
timer-event-start,"V8.External",346662
timer-event-end,"V8.External",346669
timer-event-start,"V8.External",346678
timer-event-end,"V8.External",346685
timer-event-start,"V8.External",346693
timer-event-end,"V8.External",346700
timer-event-start,"V8.External",346708
timer-event-end,"V8.External",346733
timer-event-start,"V8.External",346743
timer-event-end,"V8.External",346751
timer-event-start,"V8.External",346759
timer-event-end,"V8.External",346766
tick,0x7fff758292c2,346785,0,0x7fff7576a796,0,0x100219d2e,0x3e11bfffe9c9,0x3e11bfffd53a
timer-event-start,"V8.External",346810
timer-event-end,"V8.External",346821
timer-event-end,"V8.Execute",346831
tick,0x7fff75828b9e,1349174,0,0x0,4
timer-event-start,"V8.Execute",1349224
timer-event-start,"V8.CompileCode",1349250
code-creation,Function,18,1349376,0x3e11b9ed4a40,160," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/node-rdkafka/lib/kafka-consumer.js:440:56",0x3e11b9ed44c0,~
code-creation,LazyCompile,18,1349396,0x3e11b9ed4a40,160," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/node-rdkafka/lib/kafka-consumer.js:440:56",0x3e11b9ed44c0,~
timer-event-end,"V8.CompileCode",1349408
timer-event-start,"V8.CompileCode",1349419
code-creation,Function,18,1349558,0x3e11b9ed5040,568,"_consumer.consume /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/consumer.js:540:39",0x3e11b9ed3b40,~
code-creation,LazyCompile,18,1349573,0x3e11b9ed5040,568,"_consumer.consume /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/consumer.js:540:39",0x3e11b9ed3b40,~
timer-event-end,"V8.CompileCode",1349584
current-time,1349597
timer-event-start,"V8.CompileCode",1349608
code-creation,Function,18,1349675,0x3e11b9ed58c8,256,"setTimeout timers.js:425:20",0x3e11048b4818,~
code-creation,LazyCompile,18,1349688,0x3e11b9ed58c8,256,"setTimeout timers.js:425:20",0x3e11048b4818,~
timer-event-end,"V8.CompileCode",1349697
timer-event-start,"V8.CompileCode",1349705
code-creation,Function,18,1349748,0x3e11b9ed5c10,144,"createSingleTimeout timers.js:454:29",0x3e11048b48e0,~
code-creation,LazyCompile,18,1349759,0x3e11b9ed5c10,144,"createSingleTimeout timers.js:454:29",0x3e11048b48e0,~
timer-event-end,"V8.CompileCode",1349767
timer-event-start,"V8.CompileCode",1349775
code-creation,Function,18,1349830,0x3e11b9ed5ec0,216,"Timeout timers.js:566:17",0x3e11048b4c00,~
code-creation,LazyCompile,18,1349841,0x3e11b9ed5ec0,216,"Timeout timers.js:566:17",0x3e11048b4c00,~
timer-event-end,"V8.CompileCode",1349850
timer-event-start,"V8.CompileCode",1349891
code-creation,Function,18,1349915,0x3e11b9ed6358,72,"exports.active timers.js:142:41",0x3e11048b5308,~
code-creation,LazyCompile,18,1349926,0x3e11b9ed6358,72,"exports.active timers.js:142:41",0x3e11048b5308,~
timer-event-end,"V8.CompileCode",1349934
timer-event-start,"V8.CompileCode",1349940
code-creation,Function,18,1350014,0x3e11b9ed65a8,328,"insert timers.js:158:16",0x3e11048b42a0,~
code-creation,LazyCompile,18,1350025,0x3e11b9ed65a8,328,"insert timers.js:158:16",0x3e11048b42a0,~
timer-event-end,"V8.CompileCode",1350034
timer-event-start,"V8.External",1350042
timer-event-end,"V8.External",1350049
timer-event-start,"V8.CompileCode",1350066
code-creation,Function,18,1350108,0x3e11b9ed6b68,168,"createTimersList timers.js:187:26",0x3e11048b4368,~
code-creation,LazyCompile,18,1350119,0x3e11b9ed6b68,168,"createTimersList timers.js:187:26",0x3e11048b4368,~
timer-event-end,"V8.CompileCode",1350127
timer-event-start,"V8.CompileCode",1350134
code-creation,Function,18,1350162,0x3e11b9ed6e48,104,"TimersList timers.js:202:20",0x3e11048b4430,~
code-creation,LazyCompile,18,1350172,0x3e11b9ed6e48,104,"TimersList timers.js:202:20",0x3e11048b4430,~
timer-event-end,"V8.CompileCode",1350180
timer-event-start,"V8.External",1350198
timer-event-end,"V8.External",1350207
timer-event-start,"V8.External",1350241
timer-event-end,"V8.External",1350249
tick,0x100536536,1350290,0,0x7ffeefbf5630,0,0x1004c35ed,0x3e11b9ed663a,0x3e11b9ed6396,0x3e11b9ed5c96,0x3e11b9ed59c2,0x3e11b9ed50be,0x3e11b9ed4ad8
timer-event-start,"V8.CompileCode",1350320
code-creation,Function,18,1350366,0x3e11b9ed73f8,112,"remove internal/linkedlist.js:15:16",0x3e11048ab7b0,~
code-creation,LazyCompile,18,1350380,0x3e11b9ed73f8,112,"remove internal/linkedlist.js:15:16",0x3e11048ab7b0,~
timer-event-end,"V8.CompileCode",1350389
timer-event-start,"V8.CompileCode",1350417
code-creation,Function,18,1350442,0x3e11b9ed7610,72,"isEmpty internal/linkedlist.js:44:17",0x3e11048ab940,~
code-creation,LazyCompile,18,1350453,0x3e11b9ed7610,72,"isEmpty internal/linkedlist.js:44:17",0x3e11048ab940,~
timer-event-end,"V8.CompileCode",1350461
timer-event-end,"V8.Execute",1350469
tick,0x7fff75828b9e,1362939,0,0x0,4
timer-event-start,"V8.Execute",1362978
timer-event-start,"V8.CompileCode",1362991
code-creation,Function,18,1363157,0x3e11b9ed7940,568,"listOnTimeout timers.js:211:23",0x3e11048b44f8,~
code-creation,LazyCompile,18,1363174,0x3e11b9ed7940,568,"listOnTimeout timers.js:211:23",0x3e11048b44f8,~
timer-event-end,"V8.CompileCode",1363184
timer-event-start,"V8.External",1363205
timer-event-end,"V8.External",1363213
timer-event-start,"V8.CompileCode",1363219
code-creation,Function,18,1363245,0x3e11b9ed8180,80,"peek internal/linkedlist.js:9:14",0x3e11048ab6e8,~
code-creation,LazyCompile,18,1363257,0x3e11b9ed8180,80,"peek internal/linkedlist.js:9:14",0x3e11048ab6e8,~
timer-event-end,"V8.CompileCode",1363266
timer-event-start,"V8.CompileCode",1363287
code-creation,Function,18,1363377,0x3e11b9ed83f8,360,"tryOnTimeout timers.js:302:22",0x3e11048b45c0,~
code-creation,LazyCompile,18,1363389,0x3e11b9ed83f8,360,"tryOnTimeout timers.js:302:22",0x3e11048b45c0,~
timer-event-end,"V8.CompileCode",1363398
timer-event-start,"V8.External",1363411
timer-event-end,"V8.External",1363418
timer-event-start,"V8.CompileCode",1363424
code-creation,Function,18,1363483,0x3e11b9ed88f0,272,"ontimeout timers.js:469:19",0x3e11048b49a8,~
code-creation,LazyCompile,18,1363494,0x3e11b9ed88f0,272,"ontimeout timers.js:469:19",0x3e11048b49a8,~
timer-event-end,"V8.CompileCode",1363503
timer-event-start,"V8.CompileCode",1363510
code-creation,Function,18,1363534,0x3e11b9ed8d40,104,"setTimeout /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/consumer.js:544:29",0x3e11b9ed4c80,~
code-creation,LazyCompile,18,1363545,0x3e11b9ed8d40,104,"setTimeout /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/consumer.js:544:29",0x3e11b9ed4c80,~
timer-event-end,"V8.CompileCode",1363554
current-time,1363564
timer-event-start,"V8.External",1363600
timer-event-end,"V8.External",1363617
current-time,1363624
current-time,1363669
timer-event-start,"V8.External",1363710
timer-event-end,"V8.External",1363718
timer-event-start,"V8.External",1363730
timer-event-end,"V8.External",1363738
timer-event-start,"V8.External",1363749
timer-event-end,"V8.External",1363769
timer-event-start,"V8.External",1363790
timer-event-end,"V8.External",1363797
timer-event-start,"V8.External",1363813
timer-event-end,"V8.External",1363822
timer-event-end,"V8.Execute",1363830
timer-event-start,"V8.Execute",1363836
timer-event-start,"V8.External",1363845
timer-event-end,"V8.External",1363851
timer-event-start,"V8.External",1363859
timer-event-end,"V8.External",1363865
timer-event-start,"V8.External",1363872
timer-event-end,"V8.External",1363878
timer-event-end,"V8.Execute",1363884
timer-event-start,"V8.Execute",2367058
tick,0x7fff75828b9e,2367131,0,0x0,4
timer-event-start,"V8.External",2367173
timer-event-end,"V8.External",2367195
current-time,2367212
timer-event-start,"V8.External",2367238
timer-event-end,"V8.External",2367253
timer-event-start,"V8.External",2367354
timer-event-end,"V8.External",2367380
timer-event-start,"V8.External",2367452
timer-event-end,"V8.External",2367492
timer-event-start,"V8.External",2367532
timer-event-end,"V8.External",2367578
code-creation,Stub,4,2367857,0x3f5eb8881c0,468,"ElementsTransitionAndStoreStub"
timer-event-end,"V8.Execute",2367936
timer-event-start,"V8.Execute",2377038
tick,0x7fff75828b9e,2377168,0,0x0,4
timer-event-start,"V8.External",2377228
timer-event-end,"V8.External",2377255
timer-event-start,"V8.External",2377319
timer-event-end,"V8.External",2377341
current-time,2377385
timer-event-start,"V8.External",2377407
timer-event-end,"V8.External",2377435
current-time,2377448
current-time,2377514
timer-event-start,"V8.External",2377584
timer-event-end,"V8.External",2377601
timer-event-start,"V8.External",2377621
timer-event-end,"V8.External",2377637
timer-event-start,"V8.External",2377656
timer-event-end,"V8.External",2377689
timer-event-start,"V8.External",2377730
timer-event-end,"V8.External",2377743
timer-event-start,"V8.External",2377768
timer-event-end,"V8.External",2377780
timer-event-end,"V8.Execute",2377791
timer-event-start,"V8.Execute",2377803
timer-event-start,"V8.External",2377817
timer-event-end,"V8.External",2377828
timer-event-start,"V8.External",2377842
timer-event-end,"V8.External",2377858
timer-event-start,"V8.External",2377872
timer-event-end,"V8.External",2377882
timer-event-end,"V8.Execute",2377894
tick,0x7fff75828b9e,2377942,0,0x0,4
tick,0x7fff75828b9e,3379139,0,0x0,4
timer-event-start,"V8.Execute",3379203
current-time,3379244
timer-event-start,"V8.External",3379279
timer-event-end,"V8.External",3379295
timer-event-start,"V8.External",3379312
timer-event-end,"V8.External",3379328
timer-event-start,"V8.External",3379343
timer-event-end,"V8.External",3379354
timer-event-end,"V8.Execute",3379377
timer-event-start,"V8.Execute",3391979
tick,0x7fff75828b9e,3392054,0,0x0,4
timer-event-start,"V8.External",3392076
timer-event-end,"V8.External",3392090
timer-event-start,"V8.External",3392109
timer-event-end,"V8.External",3392121
current-time,3392139
timer-event-start,"V8.External",3392159
timer-event-end,"V8.External",3392186
current-time,3392198
current-time,3392261
timer-event-start,"V8.External",3392326
timer-event-end,"V8.External",3392342
timer-event-start,"V8.External",3392361
timer-event-end,"V8.External",3392376
timer-event-start,"V8.External",3392393
timer-event-end,"V8.External",3392425
timer-event-start,"V8.External",3392458
timer-event-end,"V8.External",3392471
timer-event-start,"V8.External",3392488
timer-event-end,"V8.External",3392500
timer-event-end,"V8.Execute",3392511
timer-event-start,"V8.Execute",3392522
timer-event-start,"V8.External",3392537
timer-event-end,"V8.External",3392548
timer-event-start,"V8.External",3392562
timer-event-end,"V8.External",3392573
timer-event-start,"V8.External",3392585
timer-event-end,"V8.External",3392597
timer-event-end,"V8.Execute",3392608
timer-event-start,"V8.Execute",4394714
tick,0x7fff75828b9e,4394759,0,0x0,4
current-time,4394780
timer-event-start,"V8.External",4394803
timer-event-end,"V8.External",4394812
timer-event-start,"V8.External",4394821
timer-event-end,"V8.External",4394829
timer-event-start,"V8.External",4394838
timer-event-end,"V8.External",4394844
timer-event-end,"V8.Execute",4394858
tick,0x7fff75828b9e,4406976,0,0x0,4
timer-event-start,"V8.Execute",4407013
timer-event-start,"V8.External",4407028
timer-event-end,"V8.External",4407035
timer-event-start,"V8.External",4407048
timer-event-end,"V8.External",4407055
current-time,4407066
timer-event-start,"V8.External",4407079
timer-event-end,"V8.External",4407094
current-time,4407101
current-time,4407145
timer-event-start,"V8.External",4407192
timer-event-end,"V8.External",4407201
timer-event-start,"V8.External",4407213
timer-event-end,"V8.External",4407221
timer-event-start,"V8.External",4407232
timer-event-end,"V8.External",4407251
timer-event-start,"V8.External",4407277
timer-event-end,"V8.External",4407286
timer-event-start,"V8.External",4407297
timer-event-end,"V8.External",4407303
timer-event-end,"V8.Execute",4407309
timer-event-start,"V8.Execute",4407315
timer-event-start,"V8.External",4407324
timer-event-end,"V8.External",4407330
timer-event-start,"V8.External",4407338
timer-event-end,"V8.External",4407350
timer-event-start,"V8.External",4407358
timer-event-end,"V8.External",4407364
timer-event-end,"V8.Execute",4407373
timer-event-start,"V8.Execute",5411134
tick,0x7fff75828b9e,5411176,0,0x0,4
current-time,5411199
timer-event-start,"V8.External",5411222
timer-event-end,"V8.External",5411231
timer-event-start,"V8.External",5411242
timer-event-end,"V8.External",5411251
timer-event-start,"V8.External",5411260
timer-event-end,"V8.External",5411267
timer-event-end,"V8.Execute",5411283
tick,0x7fff75828b9e,5423589,0,0x0,4
timer-event-start,"V8.Execute",5423638
timer-event-start,"V8.External",5423670
timer-event-end,"V8.External",5423684
timer-event-start,"V8.External",5423725
timer-event-end,"V8.External",5423740
current-time,5423757
timer-event-start,"V8.External",5423783
timer-event-end,"V8.External",5423810
current-time,5423818
current-time,5423864
timer-event-start,"V8.External",5423907
timer-event-end,"V8.External",5423918
timer-event-start,"V8.External",5423930
timer-event-end,"V8.External",5423939
timer-event-start,"V8.External",5423950
timer-event-end,"V8.External",5423969
timer-event-start,"V8.External",5423993
timer-event-end,"V8.External",5424001
timer-event-start,"V8.External",5424012
timer-event-end,"V8.External",5424018
timer-event-end,"V8.Execute",5424024
timer-event-start,"V8.Execute",5424031
timer-event-start,"V8.External",5424039
timer-event-end,"V8.External",5424045
timer-event-start,"V8.External",5424054
timer-event-end,"V8.External",5424060
timer-event-start,"V8.External",5424067
timer-event-end,"V8.External",5424073
timer-event-end,"V8.Execute",5424080
timer-event-start,"V8.Execute",6427854
tick,0x7fff75828b9e,6427903,0,0x0,4
current-time,6427925
timer-event-start,"V8.External",6427955
timer-event-end,"V8.External",6427965
timer-event-start,"V8.External",6427975
timer-event-end,"V8.External",6427983
timer-event-start,"V8.External",6427991
timer-event-end,"V8.External",6427997
timer-event-end,"V8.Execute",6428011
timer-event-start,"V8.Execute",6440131
tick,0x7fff75828b9e,6440176,0,0x0,4
timer-event-start,"V8.External",6440194
timer-event-end,"V8.External",6440203
timer-event-start,"V8.External",6440216
timer-event-end,"V8.External",6440222
current-time,6440234
timer-event-start,"V8.External",6440245
timer-event-end,"V8.External",6440260
current-time,6440267
current-time,6440308
timer-event-start,"V8.External",6440348
timer-event-end,"V8.External",6440356
timer-event-start,"V8.External",6440367
timer-event-end,"V8.External",6440376
timer-event-start,"V8.External",6440387
timer-event-end,"V8.External",6440405
timer-event-start,"V8.External",6440425
timer-event-end,"V8.External",6440431
timer-event-start,"V8.External",6440441
timer-event-end,"V8.External",6440447
timer-event-end,"V8.Execute",6440453
timer-event-start,"V8.Execute",6440459
timer-event-start,"V8.External",6440467
timer-event-end,"V8.External",6440473
timer-event-start,"V8.External",6440481
timer-event-end,"V8.External",6440486
timer-event-start,"V8.External",6440493
timer-event-end,"V8.External",6440499
timer-event-end,"V8.Execute",6440505
tick,0x7fff75828b9e,7444653,0,0x0,4
timer-event-start,"V8.Execute",7444691
current-time,7444706
timer-event-start,"V8.External",7444726
timer-event-end,"V8.External",7444736
timer-event-start,"V8.External",7444746
timer-event-end,"V8.External",7444754
timer-event-start,"V8.External",7444762
timer-event-end,"V8.External",7444767
timer-event-end,"V8.Execute",7444781
timer-event-start,"V8.Execute",7456988
tick,0x7fff75828b9e,7457049,0,0x0,4
timer-event-start,"V8.External",7457066
timer-event-end,"V8.External",7457083
timer-event-start,"V8.External",7457097
timer-event-end,"V8.External",7457103
current-time,7457115
timer-event-start,"V8.External",7457129
timer-event-end,"V8.External",7457145
current-time,7457152
current-time,7457197
timer-event-start,"V8.External",7457238
timer-event-end,"V8.External",7457246
timer-event-start,"V8.External",7457258
timer-event-end,"V8.External",7457267
timer-event-start,"V8.External",7457277
timer-event-end,"V8.External",7457296
timer-event-start,"V8.External",7457317
timer-event-end,"V8.External",7457329
tick,0x7fff758292c2,7457357,0,0x7fff7576a796,4,0x100219d2e,0x3e11bfffe9c9,0x3e11b9ed8491,0x3e11b9ed7adb
timer-event-start,"V8.External",7457378
timer-event-end,"V8.External",7457398
timer-event-end,"V8.Execute",7457409
timer-event-start,"V8.Execute",7457419
timer-event-start,"V8.External",7457433
timer-event-end,"V8.External",7457442
timer-event-start,"V8.External",7457455
timer-event-end,"V8.External",7457481
timer-event-start,"V8.External",7457498
timer-event-end,"V8.External",7457507
timer-event-end,"V8.Execute",7457524
tick,0x7fff75828b9e,8457948,0,0x0,4
timer-event-start,"V8.Execute",8457996
current-time,8458042
timer-event-start,"V8.External",8458081
timer-event-end,"V8.External",8458097
