v8-version,6,1,534,50,0
shared-library,"/usr/local/opt/node@8/bin/node",0x100002800,0x100843776,0
shared-library,"/usr/local/opt/icu4c/lib/libicui18n.60.dylib",0x101a8ff20,0x101bb9d39,4322811904
shared-library,"/usr/local/opt/icu4c/lib/libicuuc.60.dylib",0x101ceeb20,0x101d9f210,4325298176
shared-library,"/usr/local/opt/icu4c/lib/libicudata.60.2.dylib",0x101e649f0,0x101e649f0,4326830080
shared-library,"/System/Library/Frameworks/CoreFoundation.framework/Versions/A/CoreFoundation",0x7fff4d84a860,0x7fff4da3d9ac,634572800
shared-library,"/usr/lib/libSystem.B.dylib",0x7fff733f394a,0x7fff733f3b2e,634572800
shared-library,"/usr/lib/libc++.1.dylib",0x7fff73627f40,0x7fff7366f2b0,634572800
shared-library,"/usr/lib/system/libcache.dylib",0x7fff7556eb08,0x7fff7557156d,634572800
shared-library,"/usr/lib/system/libcommonCrypto.dylib",0x7fff75573c14,0x7fff7557cde1,634572800
shared-library,"/usr/lib/system/libcompiler_rt.dylib",0x7fff7557eef4,0x7fff75583a8b,634572800
shared-library,"/usr/lib/system/libcopyfile.dylib",0x7fff7558709c,0x7fff7558e2dc,634572800
shared-library,"/usr/lib/system/libcorecrypto.dylib",0x7fff75590e80,0x7fff755f5ab9,634572800
shared-library,"/usr/lib/system/libdispatch.dylib",0x7fff7569ea08,0x7fff756c99fe,634572800
shared-library,"/usr/lib/system/libdyld.dylib",0x7fff756d8014,0x7fff756f0410,634572800
shared-library,"/usr/lib/system/libkeymgr.dylib",0x7fff756f5a51,0x7fff756f5e80,634572800
shared-library,"/usr/lib/system/liblaunch.dylib",0x7fff75703fc0,0x7fff75703fc0,634572800
shared-library,"/usr/lib/system/libmacho.dylib",0x7fff757046e8,0x7fff757089dc,634572800
shared-library,"/usr/lib/system/libquarantine.dylib",0x7fff7570a26e,0x7fff7570bb42,634572800
shared-library,"/usr/lib/system/libremovefile.dylib",0x7fff7570c944,0x7fff7570dc73,634572800
shared-library,"/usr/lib/system/libsystem_asl.dylib",0x7fff7570f748,0x7fff75724150,634572800
shared-library,"/usr/lib/system/libsystem_blocks.dylib",0x7fff7572685d,0x7fff75726d0e,634572800
shared-library,"/usr/lib/system/libsystem_c.dylib",0x7fff75728100,0x7fff757a918f,634572800
shared-library,"/usr/lib/system/libsystem_configuration.dylib",0x7fff757b1e04,0x7fff757b46c0,634572800
shared-library,"/usr/lib/system/libsystem_coreservices.dylib",0x7fff757b62d0,0x7fff757b83eb,634572800
shared-library,"/usr/lib/system/libsystem_darwin.dylib",0x7fff757b9fda,0x7fff757bac44,634572800
shared-library,"/usr/lib/system/libsystem_dnssd.dylib",0x7fff757bbf3c,0x7fff757c04cd,634572800
shared-library,"/usr/lib/system/libsystem_info.dylib",0x7fff757c31f0,0x7fff7580841e,634572800
shared-library,"/usr/lib/system/libsystem_m.dylib",0x7fff75834140,0x7fff75864143,634572800
shared-library,"/usr/lib/system/libsystem_malloc.dylib",0x7fff75880250,0x7fff7589931f,634572800
shared-library,"/usr/lib/system/libsystem_network.dylib",0x7fff758a0b70,0x7fff759a2038,634572800
shared-library,"/usr/lib/system/libsystem_networkextension.dylib",0x7fff759d0cff,0x7fff759d882e,634572800
shared-library,"/usr/lib/system/libsystem_notify.dylib",0x7fff759dc148,0x7fff759e483e,634572800
shared-library,"/usr/lib/system/libsystem_sandbox.dylib",0x7fff759fa040,0x7fff759fc52d,634572800
shared-library,"/usr/lib/system/libsystem_secinit.dylib",0x7fff759fda1f,0x7fff759fe588,634572800
shared-library,"/usr/lib/system/libsystem_kernel.dylib",0x7fff7580cf10,0x7fff7582a75d,634572800
shared-library,"/usr/lib/system/libsystem_platform.dylib",0x7fff759e5820,0x7fff759eb38d,634572800
shared-library,"/usr/lib/system/libsystem_pthread.dylib",0x7fff759edf78,0x7fff759f610e,634572800
shared-library,"/usr/lib/system/libsystem_symptoms.dylib",0x7fff759ff938,0x7fff75a0531e,634572800
shared-library,"/usr/lib/system/libsystem_trace.dylib",0x7fff75a08094,0x7fff75a17c8d,634572800
shared-library,"/usr/lib/system/libunwind.dylib",0x7fff75a1c96c,0x7fff75a212a7,634572800
shared-library,"/usr/lib/system/libxpc.dylib",0x7fff75a239c0,0x7fff75a4483e,634572800
shared-library,"/usr/lib/closure/libclosured.dylib",0x7fff72eb8e80,0x7fff72ee3689,634572800
shared-library,"/usr/lib/libobjc.A.dylib",0x7fff74aab000,0x7fff74acc65a,634572800
shared-library,"/usr/lib/libc++abi.dylib",0x7fff7367f600,0x7fff7369dd64,634572800
shared-library,"/usr/lib/libDiagnosticMessagesClient.dylib",0x7fff7307cf08,0x7fff7307d90c,634572800
shared-library,"/usr/lib/libicucore.A.dylib",0x7fff74152fd4,0x7fff7430a2e6,634572800
shared-library,"/usr/lib/libz.1.dylib",0x7fff754c12d0,0x7fff754ccbe5,634572800
profiler,"begin",1000
tick,0x7fff7581f246,726,0,0x0,4
tick,0x7fff759ea053,1980,0,0x0,4
tick,0x100721b05,3090,0,0x0,4
timer-event-end,"V8.Execute",235584
timer-event-end,"V8.Execute",235590
timer-event-end,"V8.External",235595
timer-event-start,"V8.External",235622
timer-event-end,"V8.External",235636
timer-event-start,"V8.External",235650
timer-event-end,"V8.External",235657
timer-event-start,"V8.External",235671
timer-event-end,"V8.External",235678
timer-event-start,"V8.CompileCode",235728
code-creation,Function,18,235786,0x2006f68709f0,152,"toString native array.js:249:50",0x200659a8be50,~
code-creation,LazyCompile,18,235798,0x2006f68709f0,152,"toString native array.js:249:50",0x200659a8be50,~
timer-event-end,"V8.CompileCode",235807
timer-event-start,"V8.CompileCode",235819
code-creation,Function,18,235858,0x2006f6870c28,168,"target.(anonymous function) /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/common.js:51:30",0x2006f63bc978,~
code-creation,LazyCompile,18,235870,0x2006f6870c28,168,"target.(anonymous function) /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/common.js:51:30",0x2006f63bc978,~
timer-event-end,"V8.CompileCode",235880
timer-event-start,"V8.CompileCode",235898
code-creation,Function,18,236109,0x2006f68716d8,784,"Logger.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:109:33",0x2006365ef648,~
code-creation,LazyCompile,18,236123,0x2006f68716d8,784,"Logger.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:109:33",0x2006365ef648,~
timer-event-end,"V8.CompileCode",236133
timer-event-start,"V8.CompileCode",236151
code-creation,Function,18,236188,0x2006f68722c0,168," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:152:45",0x2006f6871250,~
code-creation,LazyCompile,18,236200,0x2006f68722c0,168," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:152:45",0x2006f6871250,~
timer-event-end,"V8.CompileCode",236224
timer-event-start,"V8.External",236241
timer-event-end,"V8.External",236248
timer-event-start,"V8.External",236260
timer-event-end,"V8.External",236266
timer-event-start,"V8.External",236274
timer-event-end,"V8.External",236279
timer-event-start,"V8.External",236285
timer-event-end,"V8.External",236291
timer-event-start,"V8.External",236297
timer-event-end,"V8.External",236303
timer-event-start,"V8.External",236315
timer-event-end,"V8.External",236321
timer-event-start,"V8.CompileCode",236328
code-creation,Function,18,236460,0x2006f68729c0,1056,"runProducer /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/producers.js:10:19",0x200636587350,~
code-creation,LazyCompile,18,236474,0x2006f68729c0,1056,"runProducer /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/producers.js:10:19",0x200636587350,~
timer-event-end,"V8.CompileCode",236483
timer-event-start,"V8.CompileCode",236512
tick,0x1005729d3,236546,0,0x0,2,0x1005ff7cc,0x2006f6872af8,0x2006365875ff,0x200636585f58,0x2006ac07f520,0x2006ac07e551,0x2006ac07e113,0x2006ac078d13,0x2006ac078739,0x200614737775,0x200614732476
code-creation,Function,18,236590,0x2006f6873518,456,"createProducer /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/kafkaHelper.js:37:24",0x20063658a980,~
code-creation,LazyCompile,18,236602,0x2006f6873518,456,"createProducer /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/kafkaPoc/kafkaHelper.js:37:24",0x20063658a980,~
timer-event-end,"V8.CompileCode",236611
timer-event-start,"V8.CompileCode",236630
code-creation,Function,18,236709,0x2006f6873ba0,296,"Producer /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/producer.js:148:15",0x2006f63c4f08,~
code-creation,LazyCompile,18,236722,0x2006f6873ba0,296,"Producer /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/src/kafka/producer.js:148:15",0x2006f63c4f08,~
timer-event-end,"V8.CompileCode",236731
timer-event-start,"V8.External",236795
timer-event-end,"V8.External",236803
code-creation,RegExp,6,236844,0x25f73d607920,839,"%[sdj%]"
timer-event-start,"V8.CompileCode",236863
code-creation,Function,18,237018,0x2006f6874600,888,"format util.js:182:16",0x2006147455a0,~
code-creation,LazyCompile,18,237031,0x2006f6874600,888,"format util.js:182:16",0x2006147455a0,~
timer-event-end,"V8.CompileCode",237041
timer-event-start,"V8.CompileCode",237054
code-creation,Function,18,237108,0x2006f6875408,136,"async.each /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/node_modules/async/lib/async.js:150:27",0x2006365f4088,~
code-creation,LazyCompile,18,237124,0x2006f6875408,136,"async.each /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/node_modules/async/lib/async.js:150:27",0x2006365f4088,~
timer-event-end,"V8.CompileCode",237134
timer-event-start,"V8.CompileCode",237141
code-creation,Function,18,237200,0x2006f6875600,104,"_each /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/node_modules/async/lib/async.js:52:26",0x2006365f3980,~
code-creation,LazyCompile,18,237221,0x2006f6875600,104,"_each /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/node_modules/async/lib/async.js:52:26",0x2006365f3980,~
timer-event-end,"V8.CompileCode",237232
timer-event-start,"V8.CompileCode",237243
code-creation,Function,18,237273,0x2006f6875780,88," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/node_modules/async/lib/async.js:156:29",0x2006f6875318,~
code-creation,LazyCompile,18,237285,0x2006f6875780,88," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/node_modules/async/lib/async.js:156:29",0x2006f6875318,~
timer-event-end,"V8.CompileCode",237312
timer-event-start,"V8.CompileCode",237319
code-creation,Function,18,237354,0x2006f68759f8,72,"only_once /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/node_modules/async/lib/async.js:35:23",0x2006365f3660,~
code-creation,LazyCompile,18,237366,0x2006f68759f8,72,"only_once /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/node_modules/async/lib/async.js:35:23",0x2006365f3660,~
timer-event-end,"V8.CompileCode",237375
timer-event-start,"V8.CompileCode",237382
code-creation,Function,18,237425,0x2006f6875c58,128,"transportLog /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:232:24",0x2006f6871188,~
code-creation,LazyCompile,18,237437,0x2006f6875c58,128,"transportLog /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:232:24",0x2006f6871188,~
timer-event-end,"V8.CompileCode",237446
timer-event-start,"V8.CompileCode",237455
code-creation,Function,18,237535,0x2006f6876030,328,"Console.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/transports/console.js:91:34",0x2006365fc088,~
code-creation,LazyCompile,18,237548,0x2006f6876030,328,"Console.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/transports/console.js:91:34",0x2006365fc088,~
timer-event-end,"V8.CompileCode",237557
timer-event-start,"V8.CompileCode",237591
tick,0x1005abec1,237728,0,0x1b40,2,0x1005ff7cc,0x2006f6876105,0x2006f6875ccc,0x2006f68757cb,0x2006f687565c,0x2006f6875484,0x2006f68719d9,0x2006f6870cc1,0x2006f68735e3,0x2006f6872af8,0x2006365875ff,0x200636585f58,0x2006ac07f520,0x2006ac07e551,0x2006ac07e113,0x2006ac078d13,0x2006ac078739,0x200614737775,0x200614732476
code-creation,Function,18,237873,0x2006f6876ac0,1464,"exports.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/common.js:140:24",0x2006365933d0,~
code-creation,LazyCompile,18,237888,0x2006f6876ac0,1464,"exports.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/common.js:140:24",0x2006365933d0,~
timer-event-end,"V8.CompileCode",237899
timer-event-start,"V8.CompileCode",237913
code-creation,Function,18,237936,0x2006f68780a0,80,"exports.timestamp /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/common.js:307:30",0x2006365936f0,~
code-creation,LazyCompile,18,237947,0x2006f68780a0,80,"exports.timestamp /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/common.js:307:30",0x2006365936f0,~
timer-event-end,"V8.CompileCode",237956
current-time,237969
timer-event-start,"V8.CompileCode",237991
code-creation,Function,18,238048,0x2006f68783c8,232,"exports.clone /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/common.js:79:26",0x200636593308,~
code-creation,LazyCompile,18,238062,0x2006f68783c8,232,"exports.clone /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/common.js:79:26",0x200636593308,~
timer-event-end,"V8.CompileCode",238072
timer-event-start,"V8.CompileCode",238082
code-creation,Function,18,238169,0x2006f6878900,96,"decycle /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/cycle/cycle.js:24:33",0x2006365b0bf0,~
code-creation,Function,18,238215,0x2006f6878ad8,440,"derez /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/cycle/cycle.js:46:27",0x2006f68787d8,~
code-creation,LazyCompile,18,238243,0x2006f6878900,96,"decycle /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/cycle/cycle.js:24:33",0x2006365b0bf0,~
timer-event-end,"V8.CompileCode",238252
timer-event-start,"V8.CompileCode",238262
timer-event-end,"V8.CompileCode",238268
timer-event-start,"V8.CompileCode",238289
code-creation,Function,18,238351,0x2006f6879360,304,"clone /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/common.js:100:15",0x200636592fe8,~
code-creation,LazyCompile,18,238363,0x2006f6879360,304,"clone /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/common.js:100:15",0x200636592fe8,~
timer-event-end,"V8.CompileCode",238372
timer-event-start,"V8.CompileCode",238383
code-creation,Function,18,238446,0x2006f6879860,304,"config.colorize /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/config.js:21:28",0x2006365b1aa8,~
code-creation,LazyCompile,18,238459,0x2006f6879860,304,"config.colorize /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/config.js:21:28",0x2006365b1aa8,~
timer-event-end,"V8.CompileCode",238468
code-creation,RegExp,6,238507,0x25f73d607c80,765,"\\s"
timer-event-start,"V8.CompileCode",238523
code-creation,Function,18,238548,0x2006f6879d70,88,"get /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/colors/lib/colors.js:143:21",0x2006365e08c0,~
code-creation,LazyCompile,18,238559,0x2006f6879d70,88,"get /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/colors/lib/colors.js:143:21",0x2006365e08c0,~
timer-event-end,"V8.CompileCode",238578
timer-event-start,"V8.CompileCode",238592
code-creation,Function,18,238632,0x2006f687a020,80,"build /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/colors/lib/colors.js:62:15",0x2006365b3bb0,~
code-creation,LazyCompile,18,238643,0x2006f687a020,80,"build /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/colors/lib/colors.js:62:15",0x2006365b3bb0,~
timer-event-end,"V8.CompileCode",238652
timer-event-start,"V8.CompileCode",238672
code-creation,Function,18,238695,0x2006f687a2e0,80,"builder /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/colors/lib/colors.js:63:33",0x2006f6879f30,~
code-creation,LazyCompile,18,238706,0x2006f687a2e0,80,"builder /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/colors/lib/colors.js:63:33",0x2006f6879f30,~
timer-event-end,"V8.CompileCode",238714
timer-event-start,"V8.CompileCode",238721
code-creation,Function,18,238782,0x2006f687a4b0,248,"applyStyle /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/colors/lib/colors.js:89:20",0x2006365b3c78,~
code-creation,LazyCompile,18,238794,0x2006f687a4b0,248,"applyStyle /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/colors/lib/colors.js:89:20",0x2006365b3c78,~
timer-event-end,"V8.CompileCode",238803
timer-event-start,"V8.CompileCode",238827
code-creation,Function,18,238897,0x2006f687a9a0,272,"Writable.write _stream_writable.js:264:36",0x2006de370a10,~
code-creation,LazyCompile,18,238910,0x2006f687a9a0,272,"Writable.write _stream_writable.js:264:36",0x2006de370a10,~
timer-event-end,"V8.CompileCode",238919
tick,0x25f73d54e77f,238958,0,0x0,0,0x2006f687a9e0,0x2006f6876154,0x2006f6875ccc,0x2006f68757cb,0x2006f687565c,0x2006f6875484,0x2006f68719d9,0x2006f6870cc1,0x2006f68735e3,0x2006f6872af8,0x2006365875ff,0x200636585f58,0x2006ac07f520,0x2006ac07e551,0x2006ac07e113,0x2006ac078d13,0x2006ac078739,0x200614737775,0x200614732476
timer-event-start,"V8.CompileCode",238983
code-creation,Function,18,239025,0x2006f687ad38,80,"isUint8Array internal/util/types.js:28:22",0x200614765870,~
code-creation,LazyCompile,18,239036,0x2006f687ad38,80,"isUint8Array internal/util/types.js:28:22",0x200614765870,~
timer-event-end,"V8.CompileCode",239045
timer-event-start,"V8.CompileCode",239051
code-creation,Function,18,239074,0x2006f687ae98,88,"args internal/util/types.js:11:10",0x200614765f60,~
code-creation,LazyCompile,18,239084,0x2006f687ae98,88,"args internal/util/types.js:11:10",0x200614765f60,~
timer-event-end,"V8.CompileCode",239092
timer-event-start,"V8.CompileCode",239098
code-creation,Function,18,239131,0x2006f687afd0,80,"b native typedarray.js:990:48",0x200659a93878,~
code-creation,LazyCompile,18,239142,0x2006f687afd0,80,"b native typedarray.js:990:48",0x200659a93878,~
timer-event-end,"V8.CompileCode",239150
timer-event-start,"V8.CompileCode",239158
code-creation,Function,18,239208,0x2006f687b1c0,168,"validChunk _stream_writable.js:245:20",0x2006de36f9a8,~
code-creation,LazyCompile,18,239219,0x2006f687b1c0,168,"validChunk _stream_writable.js:245:20",0x2006de36f9a8,~
timer-event-end,"V8.CompileCode",239228
timer-event-start,"V8.CompileCode",239235
code-creation,Function,18,239309,0x2006f687b558,272,"writeOrBuffer _stream_writable.js:339:23",0x2006de36fb38,~
code-creation,LazyCompile,18,239321,0x2006f687b558,272,"writeOrBuffer _stream_writable.js:339:23",0x2006de36fb38,~
timer-event-end,"V8.CompileCode",239330
timer-event-start,"V8.CompileCode",239336
code-creation,Function,18,239367,0x2006f687b990,104,"decodeChunk _stream_writable.js:327:21",0x2006de36fa70,~
code-creation,LazyCompile,18,239378,0x2006f687b990,104,"decodeChunk _stream_writable.js:327:21",0x2006de36fa70,~
timer-event-end,"V8.CompileCode",239386
timer-event-start,"V8.CompileCode",239394
code-creation,Function,18,239460,0x2006f687bb98,312,"Buffer.from buffer.js:175:23",0x2006de303dc0,~
code-creation,LazyCompile,18,239471,0x2006f687bb98,312,"Buffer.from buffer.js:175:23",0x2006de303dc0,~
timer-event-end,"V8.CompileCode",239480
timer-event-start,"V8.CompileCode",239487
code-creation,Function,18,239574,0x2006f687c098,344,"fromString buffer.js:298:20",0x2006de303078,~
code-creation,LazyCompile,18,239586,0x2006f687c098,344,"fromString buffer.js:298:20",0x2006de303078,~
timer-event-end,"V8.CompileCode",239594
timer-event-start,"V8.External",239603
timer-event-end,"V8.External",239609
timer-event-start,"V8.CompileCode",239615
code-creation,Function,18,239729,0x2006f687c630,656,"byteLength buffer.js:475:20",0x2006de303460,~
code-creation,LazyCompile,18,239741,0x2006f687c630,656,"byteLength buffer.js:475:20",0x2006de303460,~
timer-event-end,"V8.CompileCode",239750
timer-event-start,"V8.External",239759
timer-event-end,"V8.External",239764
timer-event-start,"V8.External",239772
timer-event-end,"V8.External",239778
timer-event-start,"V8.External",239785
timer-event-end,"V8.External",239791
timer-event-start,"V8.External",239797
timer-event-end,"V8.External",239803
timer-event-start,"V8.CompileCode",239815
code-creation,Function,18,239969,0x2006f687d028,1016,"Buffer.write buffer.js:855:34",0x2006de304c98,~
code-creation,LazyCompile,18,239982,0x2006f687d028,1016,"Buffer.write buffer.js:855:34",0x2006de304c98,~
timer-event-end,"V8.CompileCode",239991
timer-event-start,"V8.External",240003
timer-event-end,"V8.External",240009
timer-event-start,"V8.External",240016
timer-event-end,"V8.External",240029
timer-event-start,"V8.CompileCode",240040
tick,0x1001fab40,240095,0,0x81,2,0x1005ff7cc,0x2006f687b660,0x2006f687aaa6,0x2006f6876154,0x2006f6875ccc,0x2006f68757cb,0x2006f687565c,0x2006f6875484,0x2006f68719d9,0x2006f6870cc1,0x2006f68735e3,0x2006f6872af8,0x2006365875ff,0x200636585f58,0x2006ac07f520,0x2006ac07e551,0x2006ac07e113,0x2006ac078d13,0x2006ac078739,0x200614737775,0x200614732476
code-creation,Function,18,240135,0x2006f687dd00,136,"doWrite _stream_writable.js:379:17",0x2006de36fc00,~
code-creation,LazyCompile,18,240159,0x2006f687dd00,136,"doWrite _stream_writable.js:379:17",0x2006de36fc00,~
timer-event-end,"V8.CompileCode",240192
timer-event-start,"V8.CompileCode",240218
code-creation,Function,18,240261,0x2006f687df78,96,"SyncWriteStream._write internal/fs.js:73:44",0x2006de376b98,~
code-creation,LazyCompile,18,240275,0x2006f687df78,96,"SyncWriteStream._write internal/fs.js:73:44",0x2006de376b98,~
timer-event-end,"V8.CompileCode",240284
timer-event-start,"V8.CompileCode",240295
code-creation,Function,18,240348,0x2006f687e160,192,"fs.writeSync fs.js:727:24",0x2006de356838,~
code-creation,LazyCompile,18,240359,0x2006f687e160,192,"fs.writeSync fs.js:727:24",0x2006de356838,~
timer-event-end,"V8.CompileCode",240368
timer-event-start,"V8.External",240377
timer-event-end,"V8.External",240414
timer-event-start,"V8.CompileCode",240421
code-creation,Function,18,240489,0x2006f687e458,216,"onwrite _stream_writable.js:422:17",0x2006de36fe58,~
code-creation,LazyCompile,18,240506,0x2006f687e458,216,"onwrite _stream_writable.js:422:17",0x2006de36fe58,~
timer-event-end,"V8.CompileCode",240519
timer-event-start,"V8.CompileCode",240527
code-creation,Function,18,240555,0x2006f687e750,96,"onwriteStateUpdate _stream_writable.js:415:28",0x2006de36fd90,~
code-creation,LazyCompile,18,240567,0x2006f687e750,96,"onwriteStateUpdate _stream_writable.js:415:28",0x2006de36fd90,~
timer-event-end,"V8.CompileCode",240575
timer-event-start,"V8.CompileCode",240583
code-creation,Function,18,240621,0x2006f687e940,96,"needFinish _stream_writable.js:567:20",0x2006de370178,~
code-creation,LazyCompile,18,240633,0x2006f687e940,96,"needFinish _stream_writable.js:567:20",0x2006de370178,~
timer-event-end,"V8.CompileCode",240642
timer-event-start,"V8.CompileCode",240653
code-creation,Function,18,240751,0x2006f687ec18,464,"nextTick internal/process/next_tick.js:245:20",0x2006de31ad60,~
code-creation,LazyCompile,18,240764,0x2006f687ec18,464,"nextTick internal/process/next_tick.js:245:20",0x2006de31ad60,~
timer-event-end,"V8.CompileCode",240777
code-creation,Stub,4,240940,0x25f73d607f80,308,"StoreFastElementStub"
timer-event-start,"V8.CompileCode",240957
code-creation,Function,18,240993,0x2006f687f310,112,"initTriggerId async_hooks.js:346:23",0x2006de31d0a8,~
code-creation,LazyCompile,18,241005,0x2006f687f310,112,"initTriggerId async_hooks.js:346:23",0x2006de31d0a8,~
timer-event-end,"V8.CompileCode",241014
timer-event-start,"V8.CompileCode",241026
code-creation,Function,18,241060,0x2006f687f510,112,"TickObject internal/process/next_tick.js:234:16",0x2006de31aef0,~
code-creation,LazyCompile,18,241071,0x2006f687f510,112,"TickObject internal/process/next_tick.js:234:16",0x2006de31aef0,~
timer-event-end,"V8.CompileCode",241079
timer-event-start,"V8.CompileCode",241099
code-creation,Function,18,241136,0x2006f687f7e8,120,"push internal/process/next_tick.js:20:7",0x2006de319f70,~
code-creation,LazyCompile,18,241148,0x2006f687f7e8,120,"push internal/process/next_tick.js:20:7",0x2006de319f70,~
timer-event-end,"V8.CompileCode",241156
timer-event-start,"V8.CompileCode",241185
code-creation,Function,18,241224,0x2006f687fc00,136," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:234:46",0x2006f6875b68,~
code-creation,LazyCompile,18,241235,0x2006f687fc00,136," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/logger.js:234:46",0x2006f6875b68,~
timer-event-end,"V8.CompileCode",241244
timer-event-start,"V8.CompileCode",241259
code-creation,Function,18,241289,0x2006f687fe08,112," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/node_modules/async/lib/async.js:37:24",0x2006f6875918,~
code-creation,LazyCompile,18,241300,0x2006f687fe08,112," /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/node_modules/async/lib/async.js:37:24",0x2006f6875918,~
timer-event-end,"V8.CompileCode",241309
timer-event-start,"V8.CompileCode",241316
code-creation,Function,18,241350,0x2006624ffcb8,112,"done /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/node_modules/async/lib/async.js:159:22",0x2006f6875250,~
