v8-version,6,1,534,50,0
shared-library,"/usr/local/opt/node@8/bin/node",0x100002800,0x100843776,0
shared-library,"/usr/local/opt/icu4c/lib/libicui18n.60.dylib",0x101a8ff20,0x101bb9d39,4322811904
shared-library,"/usr/local/opt/icu4c/lib/libicuuc.60.dylib",0x101ceeb20,0x101d9f210,4325298176
shared-library,"/usr/local/opt/icu4c/lib/libicudata.60.2.dylib",0x101e649f0,0x101e649f0,4326830080
shared-library,"/System/Library/Frameworks/CoreFoundation.framework/Versions/A/CoreFoundation",0x7fff4d84a860,0x7fff4da3d9ac,634572800
shared-library,"/usr/lib/libSystem.B.dylib",0x7fff733f394a,0x7fff733f3b2e,634572800
shared-library,"/usr/lib/libc++.1.dylib",0x7fff73627f40,0x7fff7366f2b0,634572800
shared-library,"/usr/lib/system/libcache.dylib",0x7fff7556eb08,0x7fff7557156d,634572800
shared-library,"/usr/lib/system/libcommonCrypto.dylib",0x7fff75573c14,0x7fff7557cde1,634572800
shared-library,"/usr/lib/system/libcompiler_rt.dylib",0x7fff7557eef4,0x7fff75583a8b,634572800
shared-library,"/usr/lib/system/libcopyfile.dylib",0x7fff7558709c,0x7fff7558e2dc,634572800
shared-library,"/usr/lib/system/libcorecrypto.dylib",0x7fff75590e80,0x7fff755f5ab9,634572800
shared-library,"/usr/lib/system/libdispatch.dylib",0x7fff7569ea08,0x7fff756c99fe,634572800
shared-library,"/usr/lib/system/libdyld.dylib",0x7fff756d8014,0x7fff756f0410,634572800
shared-library,"/usr/lib/system/libkeymgr.dylib",0x7fff756f5a51,0x7fff756f5e80,634572800
shared-library,"/usr/lib/system/liblaunch.dylib",0x7fff75703fc0,0x7fff75703fc0,634572800
shared-library,"/usr/lib/system/libmacho.dylib",0x7fff757046e8,0x7fff757089dc,634572800
shared-library,"/usr/lib/system/libquarantine.dylib",0x7fff7570a26e,0x7fff7570bb42,634572800
shared-library,"/usr/lib/system/libremovefile.dylib",0x7fff7570c944,0x7fff7570dc73,634572800
shared-library,"/usr/lib/system/libsystem_asl.dylib",0x7fff7570f748,0x7fff75724150,634572800
shared-library,"/usr/lib/system/libsystem_blocks.dylib",0x7fff7572685d,0x7fff75726d0e,634572800
shared-library,"/usr/lib/system/libsystem_c.dylib",0x7fff75728100,0x7fff757a918f,634572800
shared-library,"/usr/lib/system/libsystem_configuration.dylib",0x7fff757b1e04,0x7fff757b46c0,634572800
shared-library,"/usr/lib/system/libsystem_coreservices.dylib",0x7fff757b62d0,0x7fff757b83eb,634572800
shared-library,"/usr/lib/system/libsystem_darwin.dylib",0x7fff757b9fda,0x7fff757bac44,634572800
shared-library,"/usr/lib/system/libsystem_dnssd.dylib",0x7fff757bbf3c,0x7fff757c04cd,634572800
shared-library,"/usr/lib/system/libsystem_info.dylib",0x7fff757c31f0,0x7fff7580841e,634572800
shared-library,"/usr/lib/system/libsystem_m.dylib",0x7fff75834140,0x7fff75864143,634572800
shared-library,"/usr/lib/system/libsystem_malloc.dylib",0x7fff75880250,0x7fff7589931f,634572800
shared-library,"/usr/lib/system/libsystem_network.dylib",0x7fff758a0b70,0x7fff759a2038,634572800
shared-library,"/usr/lib/system/libsystem_networkextension.dylib",0x7fff759d0cff,0x7fff759d882e,634572800
shared-library,"/usr/lib/system/libsystem_notify.dylib",0x7fff759dc148,0x7fff759e483e,634572800
shared-library,"/usr/lib/system/libsystem_sandbox.dylib",0x7fff759fa040,0x7fff759fc52d,634572800
shared-library,"/usr/lib/system/libsystem_secinit.dylib",0x7fff759fda1f,0x7fff759fe588,634572800
shared-library,"/usr/lib/system/libsystem_kernel.dylib",0x7fff7580cf10,0x7fff7582a75d,634572800
shared-library,"/usr/lib/system/libsystem_platform.dylib",0x7fff759e5820,0x7fff759eb38d,634572800
shared-library,"/usr/lib/system/libsystem_pthread.dylib",0x7fff759edf78,0x7fff759f610e,634572800
shared-library,"/usr/lib/system/libsystem_symptoms.dylib",0x7fff759ff938,0x7fff75a0531e,634572800
shared-library,"/usr/lib/system/libsystem_trace.dylib",0x7fff75a08094,0x7fff75a17c8d,634572800
shared-library,"/usr/lib/system/libunwind.dylib",0x7fff75a1c96c,0x7fff75a212a7,634572800
shared-library,"/usr/lib/system/libxpc.dylib",0x7fff75a239c0,0x7fff75a4483e,634572800
shared-library,"/usr/lib/closure/libclosured.dylib",0x7fff72eb8e80,0x7fff72ee3689,634572800
shared-library,"/usr/lib/libobjc.A.dylib",0x7fff74aab000,0x7fff74acc65a,634572800
shared-library,"/usr/lib/libc++abi.dylib",0x7fff7367f600,0x7fff7369dd64,634572800
shared-library,"/usr/lib/libDiagnosticMessagesClient.dylib",0x7fff7307cf08,0x7fff7307d90c,634572800
shared-library,"/usr/lib/libicucore.A.dylib",0x7fff74152fd4,0x7fff7430a2e6,634572800
shared-library,"/usr/lib/libz.1.dylib",0x7fff754c12d0,0x7fff754ccbe5,634572800
tick,0x7fff7581f246,658,0,0x0,4
profiler,"begin",1000
tick,0x1006942c8,1924,0,0x0,4
tick,0x7fff759ea053,3178,0,0x0,4
code-creation,Stub,3,4826,0x1e85e2531c00,2269,"RecordWriteStub"
code-creation,Stub,3,4832,0x1e85e25324e0,2250,"RecordWriteStub"
code-creation,Stub,3,4838,0x1e85e2532dc0,3405,"SubStringStub"
code-creation,Stub,3,4844,0x1e85e2533b20,183,"DoubleToIStub"
code-creation,Stub,3,4849,0x1e85e2533be0,387,"CreateWeakCellStub"
code-creation,Handler,4,4855,0x1e85e2533d80,688,"An IC handler from the snapshot"
code-creation,Stub,3,4861,0x1e85e2534040,1416,"RecordWriteStub"
code-creation,Stub,3,4867,0x1e85e25345e0,2257,"RecordWriteStub"
code-creation,Stub,3,4872,0x1e85e2534ec0,365,"CEntryStub"
code-creation,Stub,3,4878,0x1e85e2535040,2238,"RecordWriteStub"
code-creation,Stub,3,4884,0x1e85e2535900,471,"ArraySingleArgumentConstructorStub"
code-creation,Stub,3,4890,0x1e85e2535ae0,2272,"RecordWriteStub"
code-creation,Stub,3,4896,0x1e85e25363c0,299,"ArrayNoArgumentConstructorStub"
code-creation,Stub,3,4901,0x1e85e2536500,357,"MathPowStub"
code-creation,Handler,4,4907,0x1e85e2536680,744,"An IC handler from the snapshot"
code-creation,Stub,3,4913,0x1e85e2536980,427,"CallApiGetterStub"
code-creation,Stub,3,4919,0x1e85e2536b40,295,"InternalArrayNoArgumentConstructorStub"
code-creation,Stub,3,4925,0x1e85e2536c80,2276,"RecordWriteStub"
code-creation,Stub,3,4931,0x1e85e2537580,2284,"RecordWriteStub"
code-creation,Stub,3,4936,0x1e85e2537e80,2254,"RecordWriteStub"
code-creation,Stub,3,4942,0x1e85e2538760,615,"StringAddStub"
code-creation,Stub,3,4948,0x1e85e25389e0,375,"NumberToStringStub"
code-creation,Stub,3,4954,0x1e85e2538b60,980,"RecordWriteStub"
code-creation,Stub,3,4960,0x1e85e2538f40,2263,"RecordWriteStub"
code-creation,Handler,4,4965,0x1e85e2539820,296,"An IC handler from the snapshot"
code-creation,Stub,3,4971,0x1e85e2539960,2307,"RecordWriteStub"
code-creation,Stub,3,4977,0x1e85e253a280,2254,"RecordWriteStub"
code-creation,Stub,3,4983,0x1e85e253ab60,185,"DoubleToIStub"
code-creation,Stub,3,4988,0x1e85e253ac20,2283,"RecordWriteStub"
code-creation,Stub,3,4994,0x1e85e253b520,978,"RecordWriteStub"
code-creation,Stub,3,5000,0x1e85e253b900,2257,"RecordWriteStub"
code-creation,Stub,3,5006,0x1e85e253c1e0,2292,"RecordWriteStub"
code-creation,Stub,3,5012,0x1e85e253cae0,2241,"RecordWriteStub"
code-creation,Stub,3,5017,0x1e85e253d3c0,2279,"RecordWriteStub"
code-creation,Stub,3,5023,0x1e85e253dcc0,972,"RecordWriteStub"
code-creation,Stub,3,5029,0x1e85e253e0a0,2254,"RecordWriteStub"
code-creation,Stub,3,5035,0x1e85e253e980,431,"InternalArraySingleArgumentConstructorStub"
code-creation,Handler,4,5041,0x1e85e253eb40,688,"An IC handler from the snapshot"
code-creation,Stub,3,5046,0x1e85e253ee00,974,"RecordWriteStub"
code-creation,Stub,3,5066,0x1e85e253f1e0,2254,"RecordWriteStub"
code-creation,Stub,3,5072,0x1e85e253fac0,295,"InternalArrayNoArgumentConstructorStub"
code-creation,Stub,3,5078,0x1e85e253fc00,2242,"RecordWriteStub"
code-creation,Stub,3,5084,0x1e85e25404e0,2241,"RecordWriteStub"
code-creation,Stub,3,5090,0x1e85e2540dc0,980,"RecordWriteStub"
code-creation,Stub,3,5096,0x1e85e25411a0,206,"InternalArrayConstructorStub"
code-creation,Stub,3,5101,0x1e85e2541280,2266,"RecordWriteStub"
code-creation,Stub,3,5107,0x1e85e2541b60,183,"DoubleToIStub"
code-creation,Stub,3,5113,0x1e85e2541c20,2241,"RecordWriteStub"
code-creation,Stub,3,5119,0x1e85e2542500,986,"RecordWriteStub"
code-creation,Stub,3,5124,0x1e85e25428e0,2242,"RecordWriteStub"
code-creation,Stub,3,5130,0x1e85e25431c0,2269,"RecordWriteStub"
code-creation,Stub,3,5136,0x1e85e2543aa0,2270,"RecordWriteStub"
code-creation,Stub,3,5142,0x1e85e2544380,2270,"RecordWriteStub"
code-creation,Stub,3,5148,0x1e85e2544c60,2253,"RecordWriteStub"
code-creation,Stub,3,5153,0x1e85e2545540,2311,"RecordWriteStub"
code-creation,Stub,3,5159,0x1e85e2545e60,2326,"RecordWriteStub"
code-creation,Stub,3,5165,0x1e85e2546780,365,"CEntryStub"
code-creation,Stub,3,5171,0x1e85e2546900,2254,"RecordWriteStub"
code-creation,Stub,3,5176,0x1e85e25471e0,2275,"RecordWriteStub"
code-creation,Stub,3,5182,0x1e85e2547ae0,2238,"RecordWriteStub"
code-creation,Stub,3,5188,0x1e85e25483a0,2308,"RecordWriteStub"
code-creation,Stub,3,5194,0x1e85e2548cc0,2284,"RecordWriteStub"
code-creation,Stub,3,5200,0x1e85e25495c0,565,"CEntryStub"
code-creation,Stub,3,5205,0x1e85e2549800,2300,"RecordWriteStub"
code-creation,Stub,3,5211,0x1e85e254a100,2253,"RecordWriteStub"
code-creation,Stub,3,5217,0x1e85e254a9e0,2266,"RecordWriteStub"
code-creation,Builtin,5,5223,0x1e85e254b2c0,134,"StrictPoisonPillThrower"
code-creation,Builtin,5,5229,0x1e85e254b360,124,"ReturnReceiver"
code-creation,Builtin,5,5235,0x1e85e254b3e0,530,"GeneratorPrototypeNext"
code-creation,Builtin,5,5246,0x1e85e254b600,338,"ResumeGeneratorTrampoline"
code-creation,Builtin,5,5252,0x1e85e254b760,335,"CreateIterResultObject"
code-creation,Builtin,5,5258,0x1e85e254b8c0,534,"GeneratorPrototypeReturn"
code-creation,Builtin,5,5264,0x1e85e254bae0,546,"GeneratorPrototypeThrow"
code-creation,Builtin,5,5270,0x1e85e254bd20,1656,"AsyncFromSyncIteratorPrototypeNext"
code-creation,Builtin,5,5278,0x1e85e254c3a0,200,"ToBoolean"
code-creation,Builtin,5,5284,0x1e85e254c480,4284,"ResolveNativePromise"
code-creation,Builtin,5,5290,0x1e85e254d540,448,"StringEqual"
code-creation,Builtin,5,5295,0x1e85e254d700,5296,"PerformNativePromiseThen"
code-creation,Builtin,5,5301,0x1e85e254ebc0,828,"RejectNativePromise"
code-creation,Builtin,5,5307,0x1e85e254ef00,2192,"AsyncFromSyncIteratorPrototypeReturn"
code-creation,Builtin,5,5313,0x1e85e254f7a0,1680,"AsyncFromSyncIteratorPrototypeThrow"
code-creation,Builtin,5,5319,0x1e85e254fe40,1024,"AsyncGeneratorPrototypeNext"
code-creation,Builtin,5,5325,0x1e85e2550240,491,"AsyncGeneratorResumeNext"
code-creation,Builtin,5,5330,0x1e85e2550440,980,"AsyncGeneratorResolve"
code-creation,Builtin,5,5336,0x1e85e2550820,207,"AsyncGeneratorReject"
code-creation,Builtin,5,5342,0x1e85e2550900,1024,"AsyncGeneratorPrototypeReturn"
